"","ACCID","DB","Feature","Start","End","misc1","Strand","misc2","Notes","gene_synonym","locus_tag","GeneID","Parent","ID","gbkey","gene_biotype","gene","product","ECKnb"
"3974","NC_000913.3","RefSeq","gene",4081857,4082759,".","-",".","ID=gene-b3893;Dbxref=ASAP:ABE-0012708,ECOCYC:EG11857,GeneID:948395;Name=fdoH;gbkey=Gene;gene=fdoH;gene_biotype=protein_coding;gene_synonym=ECK3886;locus_tag=b3893","ECK3886","b3893","948395",NA,"gene-b3893","Gene","protein_coding","fdoH","formate dehydrogenase O subunit beta","ECK3886"
"3975","NC_000913.3","RefSeq","gene",4082772,4085822,".","-",".","ID=gene-b3894;Dbxref=ASAP:ABE-0012710,ECOCYC:EG11858,GeneID:948394;Name=fdoG;gbkey=Gene;gene=fdoG;gene_biotype=protein_coding;gene_synonym=ECK3887;locus_tag=b3894","ECK3887","b3894","948394",NA,"gene-b3894","Gene","protein_coding","fdoG","formate dehydrogenase O subunit alpha","ECK3887"
"3976","NC_000913.3","RefSeq","gene",4086016,4086849,".","+",".","ID=gene-b3895;Dbxref=ASAP:ABE-0012714,ECOCYC:EG11859,GeneID:948393;Name=fdhD;gbkey=Gene;gene=fdhD;gene_biotype=protein_coding;gene_synonym=ECK3888;locus_tag=b3895","ECK3888","b3895","948393",NA,"gene-b3895","Gene","protein_coding","fdhD","sulfurtransferase for molybdenum cofactor sulfuration","ECK3888"
"3977","NC_000913.3","RefSeq","gene",4087002,4088057,".","+",".","ID=gene-b3896;Dbxref=ASAP:ABE-0012718,ECOCYC:EG11860,GeneID:948392;Name=yiiG;gbkey=Gene;gene=yiiG;gene_biotype=protein_coding;gene_synonym=ECK3889;locus_tag=b3896","ECK3889","b3896","948392",NA,"gene-b3896","Gene","protein_coding","yiiG","DUF3829 domain-containing lipoprotein YiiG","ECK3889"
"3978","NC_000913.3","RefSeq","gene",4088107,4089855,".","-",".","ID=gene-b3897;Dbxref=ASAP:ABE-0012720,ECOCYC:EG11861,GeneID:948389;Name=frvR;gbkey=Gene;gene=frvR;gene_biotype=protein_coding;gene_synonym=ECK3890,yiiH;locus_tag=b3897","ECK3890,yiiH","b3897","948389",NA,"gene-b3897","Gene","protein_coding","frvR","putative DNA-binding transcriptional regulator FrvR","ECK3890"
"3979","NC_000913.3","RefSeq","gene",4089855,4090925,".","-",".","ID=gene-b3898;Dbxref=ASAP:ABE-0012722,ECOCYC:EG11862,GeneID:948388;Name=frvX;gbkey=Gene;gene=frvX;gene_biotype=protein_coding;gene_synonym=ECK3891,yiiI;locus_tag=b3898","ECK3891,yiiI","b3898","948388",NA,"gene-b3898","Gene","protein_coding","frvX","peptidase M42 family protein FrvX","ECK3891"
"3980","NC_000913.3","RefSeq","gene",4090915,4092366,".","-",".","ID=gene-b3899;Dbxref=ASAP:ABE-0012725,ECOCYC:EG11863,GeneID:948390;Name=frvB;gbkey=Gene;gene=frvB;gene_biotype=protein_coding;gene_synonym=ECK3892,yiiJ;locus_tag=b3899","ECK3892,yiiJ","b3899","948390",NA,"gene-b3899","Gene","protein_coding","frvB","putative PTS enzyme IIBC component FrvB","ECK3892"
"3981","NC_000913.3","RefSeq","gene",4092377,4092823,".","-",".","ID=gene-b3900;Dbxref=ASAP:ABE-0012727,ECOCYC:EG11864,GeneID:948391;Name=frvA;gbkey=Gene;gene=frvA;gene_biotype=protein_coding;gene_synonym=ECK3893,yiiK;locus_tag=b3900","ECK3893,yiiK","b3900","948391",NA,"gene-b3900","Gene","protein_coding","frvA","putative PTS enzyme IIA component FrvA","ECK3893"
"3982","NC_000913.3","RefSeq","gene",4093124,4093438,".","-",".","ID=gene-b3901;Dbxref=ASAP:ABE-0012729,ECOCYC:EG11865,GeneID:948402;Name=rhaM;gbkey=Gene;gene=rhaM;gene_biotype=protein_coding;gene_synonym=ECK3894,yiiL;locus_tag=b3901","ECK3894,yiiL","b3901","948402",NA,"gene-b3901","Gene","protein_coding","rhaM","L-rhamnose mutarotase","ECK3894"
"3983","NC_000913.3","RefSeq","gene",4093448,4094272,".","-",".","ID=gene-b3902;Dbxref=ASAP:ABE-0012731,ECOCYC:EG11866,GeneID:948401;Name=rhaD;gbkey=Gene;gene=rhaD;gene_biotype=protein_coding;gene_synonym=ECK3895;locus_tag=b3902","ECK3895","b3902","948401",NA,"gene-b3902","Gene","protein_coding","rhaD","rhamnulose-1-phosphate aldolase","ECK3895"
"3984","NC_000913.3","RefSeq","gene",4094723,4095982,".","-",".","ID=gene-b3903;Dbxref=ASAP:ABE-0012736,ECOCYC:EG11867,GeneID:948400;Name=rhaA;gbkey=Gene;gene=rhaA;gene_biotype=protein_coding;gene_synonym=ECK3896;locus_tag=b3903","ECK3896","b3903","948400",NA,"gene-b3903","Gene","protein_coding","rhaA","L-rhamnose isomerase","ECK3896"
"3985","NC_000913.3","RefSeq","gene",4095979,4097448,".","-",".","ID=gene-b3904;Dbxref=ASAP:ABE-0012738,ECOCYC:EG11868,GeneID:948399;Name=rhaB;gbkey=Gene;gene=rhaB;gene_biotype=protein_coding;gene_synonym=ECK3897;locus_tag=b3904","ECK3897","b3904","948399",NA,"gene-b3904","Gene","protein_coding","rhaB","rhamnulokinase","ECK3897"
"3986","NC_000913.3","RefSeq","gene",4097736,4098572,".","+",".","ID=gene-b3905;Dbxref=ASAP:ABE-0012745,ECOCYC:EG10843,GeneID:948397;Name=rhaS;gbkey=Gene;gene=rhaS;gene_biotype=protein_coding;gene_synonym=ECK3898,rhaC2;locus_tag=b3905","ECK3898,rhaC2","b3905","948397",NA,"gene-b3905","Gene","protein_coding","rhaS","DNA-binding transcriptional activator RhaS","ECK3898"
"3987","NC_000913.3","RefSeq","gene",4098646,4099494,".","+",".","ID=gene-b3906;Dbxref=ASAP:ABE-0012747,ECOCYC:EG10842,GeneID:948396;Name=rhaR;gbkey=Gene;gene=rhaR;gene_biotype=protein_coding;gene_synonym=ECK3899,rhaC1;locus_tag=b3906","ECK3899,rhaC1","b3906","948396",NA,"gene-b3906","Gene","protein_coding","rhaR","DNA-binding transcriptional activator RhaR","ECK3899"
"3988","NC_000913.3","RefSeq","gene",4099491,4100525,".","-",".","ID=gene-b3907;Dbxref=ASAP:ABE-0012749,ECOCYC:EG11313,GeneID:948398;Name=rhaT;gbkey=Gene;gene=rhaT;gene_biotype=protein_coding;gene_synonym=ECK3900;locus_tag=b3907","ECK3900","b3907","948398",NA,"gene-b3907","Gene","protein_coding","rhaT","rhamnose/lyxose:H(+) symporter","ECK3900"
"3989","NC_000913.3","RefSeq","gene",4100810,4101430,".","+",".","ID=gene-b3908;Dbxref=ASAP:ABE-0012761,ECOCYC:EG10953,GeneID:948403;Name=sodA;gbkey=Gene;gene=sodA;gene_biotype=protein_coding;gene_synonym=ECK3901;locus_tag=b3908","ECK3901","b3908","948403",NA,"gene-b3908","Gene","protein_coding","sodA","superoxide dismutase (Mn)","ECK3901"
"3990","NC_000913.3","RefSeq","gene",4101690,4102673,".","+",".","ID=gene-b3909;Dbxref=ASAP:ABE-0012764,ECOCYC:EG11869,GeneID:948407;Name=kdgT;gbkey=Gene;gene=kdgT;gene_biotype=protein_coding;gene_synonym=ECK3902;locus_tag=b3909","ECK3902","b3909","948407",NA,"gene-b3909","Gene","protein_coding","kdgT","2-dehydro-3-deoxy-D-gluconate:H(+) symporter","ECK3902"
"3991","NC_000913.3","RefSeq","gene",4102822,4103496,".","+",".","ID=gene-b3910;Dbxref=ASAP:ABE-0012769,ECOCYC:EG11870,GeneID:948406;Name=yiiM;gbkey=Gene;gene=yiiM;gene_biotype=protein_coding;gene_synonym=ECK3903;locus_tag=b3910","ECK3903","b3910","948406",NA,"gene-b3910","Gene","protein_coding","yiiM","6-hydroxyaminopurine reductase","ECK3903"
"3992","NC_000913.3","RefSeq","gene",4103602,4104975,".","-",".","ID=gene-b3911;Dbxref=ASAP:ABE-0012772,ECOCYC:EG10163,GeneID:948405;Name=cpxA;gbkey=Gene;gene=cpxA;gene_biotype=protein_coding;gene_synonym=ecf,ecfB,ECK3904,eup,rssE,ssd;locus_tag=b3911","ecf,ecfB,ECK3904,eup,rssE,ssd","b3911","948405",NA,"gene-b3911","Gene","protein_coding","cpxA","sensor histidine kinase CpxA","ECK3904"
"3993","NC_000913.3","RefSeq","gene",4104972,4105670,".","-",".","ID=gene-b3912;Dbxref=ASAP:ABE-0012774,ECOCYC:EG10020,GeneID:948404;Name=cpxR;gbkey=Gene;gene=cpxR;gene_biotype=protein_coding;gene_synonym=ECK3905,yiiA;locus_tag=b3912","ECK3905,yiiA","b3912","948404",NA,"gene-b3912","Gene","protein_coding","cpxR","DNA-binding transcriptional dual regulator CpxR","ECK3905"
"3994","NC_000913.3","RefSeq","gene",4105820,4106320,".","+",".","ID=gene-b4484;Dbxref=ASAP:ABE-0174117,ECOCYC:G7816,GeneID:2847688;Name=cpxP;gbkey=Gene;gene=cpxP;gene_biotype=protein_coding;gene_synonym=b3913,ECK3906,yiiO;locus_tag=b4484","b3913,ECK3906,yiiO","b4484","2847688",NA,"gene-b4484","Gene","protein_coding","cpxP","periplasmic protein CpxP","ECK3906"
"3995","NC_000913.3","RefSeq","gene",4106330,4106387,".","+",".","ID=gene-b4716;Dbxref=ECOCYC:G0-16649,GeneID:38094976;Name=cpxQ;gbkey=Gene;gene=cpxQ;gene_biotype=ncRNA;gene_synonym=ECK4573;locus_tag=b4716","ECK4573","b4716","38094976",NA,"gene-b4716","Gene","ncRNA","cpxQ","small regulatory RNA CpxQ","ECK4573"
"3996","NC_000913.3","RefSeq","gene",4106469,4107371,".","+",".","ID=gene-b3915;Dbxref=ASAP:ABE-0012786,ECOCYC:EG11873,GeneID:948413;Name=fieF;gbkey=Gene;gene=fieF;gene_biotype=protein_coding;gene_synonym=ECK3907,yiiP;locus_tag=b3915","ECK3907,yiiP","b3915","948413",NA,"gene-b3915","Gene","protein_coding","fieF","Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter","ECK3907"
"3997","NC_000913.3","RefSeq","gene",4107552,4108514,".","+",".","ID=gene-b3916;Dbxref=ASAP:ABE-0012789,ECOCYC:EG10699,GeneID:948412;Name=pfkA;gbkey=Gene;gene=pfkA;gene_biotype=protein_coding;gene_synonym=ECK3908;locus_tag=b3916","ECK3908","b3916","948412",NA,"gene-b3916","Gene","protein_coding","pfkA","6-phosphofructokinase 1","ECK3908"
"3998","NC_000913.3","RefSeq","gene",4108834,4109823,".","+",".","ID=gene-b3917;Dbxref=ASAP:ABE-0012794,ECOCYC:EG10929,GeneID:948411;Name=sbp;gbkey=Gene;gene=sbp;gene_biotype=protein_coding;gene_synonym=ECK3909;locus_tag=b3917","ECK3909","b3917","948411",NA,"gene-b3917","Gene","protein_coding","sbp","sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp","ECK3909"
"3999","NC_000913.3","RefSeq","gene",4109930,4110685,".","+",".","ID=gene-b3918;Dbxref=ASAP:ABE-0012797,ECOCYC:EG10138,GeneID:948410;Name=cdh;gbkey=Gene;gene=cdh;gene_biotype=protein_coding;gene_synonym=ECK3910;locus_tag=b3918","ECK3910","b3918","948410",NA,"gene-b3918","Gene","protein_coding","cdh","CDP-diacylglycerol diphosphatase","ECK3910"
"4000","NC_000913.3","RefSeq","gene",4110740,4111507,".","-",".","ID=gene-b3919;Dbxref=ASAP:ABE-0012799,ECOCYC:EG11015,GeneID:948409;Name=tpiA;gbkey=Gene;gene=tpiA;gene_biotype=protein_coding;gene_synonym=ECK3911,tpi;locus_tag=b3919","ECK3911,tpi","b3919","948409",NA,"gene-b3919","Gene","protein_coding","tpiA","triose-phosphate isomerase","ECK3911"
"4001","NC_000913.3","RefSeq","gene",4111615,4112214,".","-",".","ID=gene-b3920;Dbxref=ASAP:ABE-0012802,ECOCYC:EG11874,GeneID:948408;Name=yiiQ;gbkey=Gene;gene=yiiQ;gene_biotype=protein_coding;gene_synonym=ECK3912;locus_tag=b3920","ECK3912","b3920","948408",NA,"gene-b3920","Gene","protein_coding","yiiQ","DUF1454 domain-containing protein YiiQ","ECK3912"
"4002","NC_000913.3","RefSeq","gene",4112315,4112755,".","+",".","ID=gene-b3921;Dbxref=ASAP:ABE-0012809,ECOCYC:EG11875,GeneID:948417;Name=yiiR;gbkey=Gene;gene=yiiR;gene_biotype=protein_coding;gene_synonym=ECK3913;locus_tag=b3921","ECK3913","b3921","948417",NA,"gene-b3921","Gene","protein_coding","yiiR","DUF805 domain-containing protein YiiR","ECK3913"
"4003","NC_000913.3","RefSeq","gene",4112967,4113266,".","+",".","ID=gene-b3922;Dbxref=ASAP:ABE-0012813,ECOCYC:EG11876,GeneID:948416;Name=yiiS;gbkey=Gene;gene=yiiS;gene_biotype=protein_coding;gene_synonym=ECK3914;locus_tag=b3922","ECK3914","b3922","948416",NA,"gene-b3922","Gene","protein_coding","yiiS","DUF406 domain-containing protein YiiS","ECK3914"
"4004","NC_000913.3","RefSeq","gene",4113293,4113721,".","+",".","ID=gene-b3923;Dbxref=ASAP:ABE-0012816,ECOCYC:EG11877,GeneID:948415;Name=uspD;gbkey=Gene;gene=uspD;gene_biotype=protein_coding;gene_synonym=ECK3915,yiiT;locus_tag=b3923","ECK3915,yiiT","b3923","948415",NA,"gene-b3923","Gene","protein_coding","uspD","universal stress protein D","ECK3915"
"4005","NC_000913.3","RefSeq","gene",4113726,4114472,".","-",".","ID=gene-b3924;Dbxref=ASAP:ABE-0012818,ECOCYC:EG10628,GeneID:948414;Name=fpr;gbkey=Gene;gene=fpr;gene_biotype=protein_coding;gene_synonym=ECK3916,flxR,mvrA;locus_tag=b3924","ECK3916,flxR,mvrA","b3924","948414",NA,"gene-b3924","Gene","protein_coding","fpr","flavodoxin/ferredoxin-NADP(+) reductase","ECK3916"
"4006","NC_000913.3","RefSeq","gene",4114569,4115579,".","-",".","ID=gene-b3925;Dbxref=ASAP:ABE-0012821,ECOCYC:EG11517,GeneID:948424;Name=glpX;gbkey=Gene;gene=glpX;gene_biotype=protein_coding;gene_synonym=ECK3917;locus_tag=b3925","ECK3917","b3925","948424",NA,"gene-b3925","Gene","protein_coding","glpX","fructose-1%2C6-bisphosphatase 2","ECK3917"
"4007","NC_000913.3","RefSeq","gene",4115714,4117222,".","-",".","ID=gene-b3926;Dbxref=ASAP:ABE-0012825,ECOCYC:EG10398,GeneID:948423;Name=glpK;gbkey=Gene;gene=glpK;gene_biotype=protein_coding;gene_synonym=ECK3918;locus_tag=b3926","ECK3918","b3926","948423",NA,"gene-b3926","Gene","protein_coding","glpK","glycerol kinase","ECK3918"
"4008","NC_000913.3","RefSeq","gene",4117245,4118090,".","-",".","ID=gene-b3927;Dbxref=ASAP:ABE-0012828,ECOCYC:EG10396,GeneID:948422;Name=glpF;gbkey=Gene;gene=glpF;gene_biotype=protein_coding;gene_synonym=ECK3919;locus_tag=b3927","ECK3919","b3927","948422",NA,"gene-b3927","Gene","protein_coding","glpF","glycerol facilitator","ECK3919"
"4009","NC_000913.3","RefSeq","gene",4118515,4118760,".","+",".","ID=gene-b3928;Dbxref=ASAP:ABE-0012835,ECOCYC:EG11878,GeneID:948420;Name=zapB;gbkey=Gene;gene=zapB;gene_biotype=protein_coding;gene_synonym=ECK3920,yiiU;locus_tag=b3928","ECK3920,yiiU","b3928","948420",NA,"gene-b3928","Gene","protein_coding","zapB","cell division factor ZapB","ECK3920"
"4010","NC_000913.3","RefSeq","gene",4118845,4119330,".","-",".","ID=gene-b3929;Dbxref=ASAP:ABE-0012837,ECOCYC:EG11879,GeneID:948419;Name=rraA;gbkey=Gene;gene=rraA;gene_biotype=protein_coding;gene_synonym=ECK3921,menG,yiiV;locus_tag=b3929","ECK3921,menG,yiiV","b3929","948419",NA,"gene-b3929","Gene","protein_coding","rraA","ribonuclease E inhibitor protein A","ECK3921"
"4011","NC_000913.3","RefSeq","gene",4119423,4120349,".","-",".","ID=gene-b3930;Dbxref=ASAP:ABE-0012841,ECOCYC:EG11880,GeneID:948418;Name=menA;gbkey=Gene;gene=menA;gene_biotype=protein_coding;gene_synonym=ECK3922,yiiW;locus_tag=b3930","ECK3922,yiiW","b3930","948418",NA,"gene-b3930","Gene","protein_coding","menA","1%2C4-dihydroxy-2-naphthoate octaprenyltransferase","ECK3922"
"4012","NC_000913.3","RefSeq","gene",4120416,4121747,".","-",".","ID=gene-b3931;Dbxref=ASAP:ABE-0012843,ECOCYC:EG11881,GeneID:948430;Name=hslU;gbkey=Gene;gene=hslU;gene_biotype=protein_coding;gene_synonym=clpY,ECK3923,htpI;locus_tag=b3931","clpY,ECK3923,htpI","b3931","948430",NA,"gene-b3931","Gene","protein_coding","hslU","ATPase component of the HslVU protease","ECK3923"
"4013","NC_000913.3","RefSeq","gene",4121757,4122287,".","-",".","ID=gene-b3932;Dbxref=ASAP:ABE-0012845,ECOCYC:EG11676,GeneID:948429;Name=hslV;gbkey=Gene;gene=hslV;gene_biotype=protein_coding;gene_synonym=clpQ,ECK3924,htpO,yiiC;locus_tag=b3932","clpQ,ECK3924,htpO,yiiC","b3932","948429",NA,"gene-b3932","Gene","protein_coding","hslV","peptidase component of the HslVU protease","ECK3924"
"4014","NC_000913.3","RefSeq","gene",4122380,4123339,".","-",".","ID=gene-b3933;Dbxref=ASAP:ABE-0012850,ECOCYC:EG11529,GeneID:948428;Name=ftsN;gbkey=Gene;gene=ftsN;gene_biotype=protein_coding;gene_synonym=ECK3925,msgA;locus_tag=b3933","ECK3925,msgA","b3933","948428",NA,"gene-b3933","Gene","protein_coding","ftsN","cell division protein FtsN","ECK3925"
"4015","NC_000913.3","RefSeq","gene",4123431,4124456,".","-",".","ID=gene-b3934;Dbxref=ASAP:ABE-0012853,ECOCYC:EG10200,GeneID:948427;Name=cytR;gbkey=Gene;gene=cytR;gene_biotype=protein_coding;gene_synonym=ECK3926;locus_tag=b3934","ECK3926","b3934","948427",NA,"gene-b3934","Gene","protein_coding","cytR","DNA-binding transcriptional repressor CytR","ECK3926"
"4016","NC_000913.3","RefSeq","gene",4124612,4126810,".","-",".","ID=gene-b3935;Dbxref=ASAP:ABE-0012860,ECOCYC:EG10763,GeneID:948426;Name=priA;gbkey=Gene;gene=priA;gene_biotype=protein_coding;gene_synonym=ECK3927,srgA;locus_tag=b3935","ECK3927,srgA","b3935","948426",NA,"gene-b3935","Gene","protein_coding","priA","primosomal protein N'","ECK3927"
"4017","NC_000913.3","RefSeq","gene",4127013,4127225,".","+",".","ID=gene-b3936;Dbxref=ASAP:ABE-0012867,ECOCYC:EG10889,GeneID:948425;Name=rpmE;gbkey=Gene;gene=rpmE;gene_biotype=protein_coding;gene_synonym=ECK3928;locus_tag=b3936","ECK3928","b3936","948425",NA,"gene-b3936","Gene","protein_coding","rpmE","50S ribosomal subunit protein L31","ECK3928"
"4018","NC_000913.3","RefSeq","gene",4127286,4127894,".","-",".","ID=gene-b3937;Dbxref=ASAP:ABE-0012869,ECOCYC:EG11882,GeneID:948436;Name=yiiX;gbkey=Gene;gene=yiiX;gene_biotype=protein_coding;gene_synonym=ECK3929;locus_tag=b3937","ECK3929","b3937","948436",NA,"gene-b3937","Gene","protein_coding","yiiX","putative lipid-binding hydrolase YiiX","ECK3929"
"4019","NC_000913.3","RefSeq","gene",4128078,4128395,".","-",".","ID=gene-b3938;Dbxref=ASAP:ABE-0012874,ECOCYC:EG10588,GeneID:948435;Name=metJ;gbkey=Gene;gene=metJ;gene_biotype=protein_coding;gene_synonym=ECK3930;locus_tag=b3938","ECK3930","b3938","948435",NA,"gene-b3938","Gene","protein_coding","metJ","DNA-binding transcriptional repressor MetJ","ECK3930"
"4020","NC_000913.3","RefSeq","gene",4128672,4129832,".","+",".","ID=gene-b3939;Dbxref=ASAP:ABE-0012887,ECOCYC:EG10582,GeneID:948434;Name=metB;gbkey=Gene;gene=metB;gene_biotype=protein_coding;gene_synonym=ECK3931,met-1;locus_tag=b3939","ECK3931,met-1","b3939","948434",NA,"gene-b3939","Gene","protein_coding","metB","O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase","ECK3931"
"4021","NC_000913.3","RefSeq","gene",4129835,4132267,".","+",".","ID=gene-b3940;Dbxref=ASAP:ABE-0012889,ECOCYC:EG10590,GeneID:948433;Name=metL;gbkey=Gene;gene=metL;gene_biotype=protein_coding;gene_synonym=ECK3932,metM;locus_tag=b3940","ECK3932,metM","b3940","948433",NA,"gene-b3940","Gene","protein_coding","metL","fused aspartate kinase/homoserine dehydrogenase 2","ECK3932"
"4022","NC_000913.3","RefSeq","gene",4132616,4133506,".","+",".","ID=gene-b3941;Dbxref=ASAP:ABE-0012897,ECOCYC:EG10585,GeneID:948432;Name=metF;gbkey=Gene;gene=metF;gene_biotype=protein_coding;gene_synonym=ECK3933;locus_tag=b3941","ECK3933","b3941","948432",NA,"gene-b3941","Gene","protein_coding","metF","5%2C10-methylenetetrahydrofolate reductase","ECK3933"
"4023","NC_000913.3","RefSeq","gene",4133835,4136015,".","+",".","ID=gene-b3942;Dbxref=ASAP:ABE-0012901,ECOCYC:EG10511,GeneID:948431;Name=katG;gbkey=Gene;gene=katG;gene_biotype=protein_coding;gene_synonym=ECK3934;locus_tag=b3942","ECK3934","b3942","948431",NA,"gene-b3942","Gene","protein_coding","katG","catalase/hydroperoxidase HPI","ECK3934"
"4024","NC_000913.3","RefSeq","gene",4136108,4137013,".","+",".","ID=gene-b3943;Dbxref=ASAP:ABE-0012906,ECOCYC:EG11902,GeneID:948445;Name=yijE;gbkey=Gene;gene=yijE;gene_biotype=protein_coding;gene_synonym=ECK3935;locus_tag=b3943","ECK3935","b3943","948445",NA,"gene-b3943","Gene","protein_coding","yijE","cystine exporter","ECK3935"
"4025","NC_000913.3","RefSeq","gene",4137040,4137657,".","-",".","ID=gene-b3944;Dbxref=ASAP:ABE-0012908,ECOCYC:EG11903,GeneID:948441;Name=yijF;gbkey=Gene;gene=yijF;gene_biotype=protein_coding;gene_synonym=ECK3936;locus_tag=b3944","ECK3936","b3944","948441",NA,"gene-b3944","Gene","protein_coding","yijF","DUF1287 domain-containing protein YijF","ECK3936"
"4026","NC_000913.3","RefSeq","gene",4137932,4139035,".","-",".","ID=gene-b3945;Dbxref=ASAP:ABE-0012912,ECOCYC:EG11904,GeneID:948440;Name=gldA;gbkey=Gene;gene=gldA;gene_biotype=protein_coding;gene_synonym=ECK3937;locus_tag=b3945","ECK3937","b3945","948440",NA,"gene-b3945","Gene","protein_coding","gldA","L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase","ECK3937"
"4027","NC_000913.3","RefSeq","gene",4139046,4139708,".","-",".","ID=gene-b3946;Dbxref=ASAP:ABE-0012915,ECOCYC:EG11905,GeneID:948439;Name=fsaB;gbkey=Gene;gene=fsaB;gene_biotype=protein_coding;gene_synonym=ECK3938,talC,yijG;locus_tag=b3946","ECK3938,talC,yijG","b3946","948439",NA,"gene-b3946","Gene","protein_coding","fsaB","fructose-6-phosphate aldolase 2","ECK3938"
"4028","NC_000913.3","RefSeq","gene",4139720,4142221,".","-",".","ID=gene-b3947;Dbxref=ASAP:ABE-0012920,ECOCYC:EG11906,GeneID:948437;Name=ptsA;gbkey=Gene;gene=ptsA;gene_biotype=protein_coding;gene_synonym=ECK3939,frwA,pt1A,yijH;locus_tag=b3947","ECK3939,frwA,pt1A,yijH","b3947","948437",NA,"gene-b3947","Gene","protein_coding","ptsA","putative PTS multiphosphoryl transfer protein PtsA","ECK3939"
"4029","NC_000913.3","RefSeq","gene",4142530,4143609,".","+",".","ID=gene-b3949;Dbxref=ASAP:ABE-0012928,ECOCYC:EG11908,GeneID:948448;Name=frwC;gbkey=Gene;gene=frwC;gene_biotype=protein_coding;gene_synonym=ECK3940,yijJ;locus_tag=b3949","ECK3940,yijJ","b3949","948448",NA,"gene-b3949","Gene","protein_coding","frwC","putative PTS enzyme IIC component FrwC","ECK3940"
"4030","NC_000913.3","RefSeq","gene",4143624,4143944,".","+",".","ID=gene-b3950;Dbxref=ASAP:ABE-0012930,ECOCYC:EG11909,GeneID:948447;Name=frwB;gbkey=Gene;gene=frwB;gene_biotype=protein_coding;gene_synonym=ECK3941,yijK;locus_tag=b3950","ECK3941,yijK","b3950","948447",NA,"gene-b3950","Gene","protein_coding","frwB","putative PTS enzyme IIB component FrwB","ECK3941"
"4031","NC_000913.3","RefSeq","gene",4143995,4146292,".","+",".","ID=gene-b3951;Dbxref=ASAP:ABE-0012934,ECOCYC:EG11910,GeneID:948454;Name=pflD;gbkey=Gene;gene=pflD;gene_biotype=protein_coding;gene_synonym=ECK3942,yijL;locus_tag=b3951","ECK3942,yijL","b3951","948454",NA,"gene-b3951","Gene","protein_coding","pflD","putative formate acetyltransferase 2","ECK3942"
"4032","NC_000913.3","RefSeq","gene",4146258,4147136,".","+",".","ID=gene-b3952;Dbxref=ASAP:ABE-0012937,ECOCYC:EG11911,GeneID:948453;Name=pflC;gbkey=Gene;gene=pflC;gene_biotype=protein_coding;gene_synonym=ECK3943,yijM;locus_tag=b3952","ECK3943,yijM","b3952","948453",NA,"gene-b3952","Gene","protein_coding","pflC","putative pyruvate formate-lyase 2 activating enzyme PflC","ECK3943"
"4033","NC_000913.3","RefSeq","gene",4147138,4147479,".","+",".","ID=gene-b3953;Dbxref=ASAP:ABE-0012941,ECOCYC:EG11912,GeneID:948452;Name=frwD;gbkey=Gene;gene=frwD;gene_biotype=protein_coding;gene_synonym=ECK3944,yijN;locus_tag=b3953","ECK3944,yijN","b3953","948452",NA,"gene-b3953","Gene","protein_coding","frwD","putative PTS enzyme IIB component FrwD","ECK3944"
"4034","NC_000913.3","RefSeq","gene",4147466,4148317,".","-",".","ID=gene-b3954;Dbxref=ASAP:ABE-0012943,ECOCYC:EG11913,GeneID:948451;Name=yijO;gbkey=Gene;gene=yijO;gene_biotype=protein_coding;gene_synonym=ECK3945;locus_tag=b3954","ECK3945","b3954","948451",NA,"gene-b3954","Gene","protein_coding","yijO","putative DNA-binding transcriptional regulator YijO","ECK3945"
"4035","NC_000913.3","RefSeq","gene",4148532,4150265,".","-",".","ID=gene-b3955;Dbxref=ASAP:ABE-0012947,ECOCYC:EG11914,GeneID:948458;Name=eptC;gbkey=Gene;gene=eptC;gene_biotype=protein_coding;gene_synonym=ECK3946,yijP;locus_tag=b3955","ECK3946,yijP","b3955","948458",NA,"gene-b3955","Gene","protein_coding","eptC","phosphoethanolamine transferase EptC","ECK3946"
"4036","NC_000913.3","RefSeq","gene",4150447,4153098,".","-",".","ID=gene-b3956;Dbxref=ECOCYC:EG10756,GeneID:948457;Name=ppc;gbkey=Gene;gene=ppc;gene_biotype=protein_coding;gene_synonym=asp,ECK3947,glu;locus_tag=b3956","asp,ECK3947,glu","b3956","948457",NA,"gene-b3956","Gene","protein_coding","ppc","phosphoenolpyruvate carboxylase","ECK3947"
"4037","NC_000913.3","RefSeq","gene",4153696,4154847,".","-",".","ID=gene-b3957;Dbxref=ASAP:ABE-0012955,ECOCYC:EG11286,GeneID:948456;Name=argE;gbkey=Gene;gene=argE;gene_biotype=protein_coding;gene_synonym=ECK3948;locus_tag=b3957","ECK3948","b3957","948456",NA,"gene-b3957","Gene","protein_coding","argE","acetylornithine deacetylase","ECK3948"
"4038","NC_000913.3","RefSeq","gene",4155001,4156005,".","+",".","ID=gene-b3958;Dbxref=ASAP:ABE-0012964,ECOCYC:EG10065,GeneID:948455;Name=argC;gbkey=Gene;gene=argC;gene_biotype=protein_coding;gene_synonym=Arg2,ECK3949;locus_tag=b3958","Arg2,ECK3949","b3958","948455",NA,"gene-b3958","Gene","protein_coding","argC","N-acetylglutamylphosphate reductase","ECK3949"
