Start	End	Biotype	Strand	Name	Locus_tag	Product	ECKnb
3427076	3427152	tRNA	C	ileU	b3277		ECK3264
3427221	3428762	rRNA	C	rrsD	b3278		ECK3265
3429236	3429790	protein_coding	D	yrdA	b3279		ECK3266
3429766	3430023	protein_coding	C	yrdB	b3280		ECK3267
3430020	3430838	protein_coding	C	aroE	b3281		ECK3268
3430843	3431415	protein_coding	C	tsaC	b3282		ECK3269
3431420	3431962	protein_coding	C	yrdD	b3283		ECK3270
3431991	3432464	protein_coding	C	smg	b3284		ECK3271
3432436	3433560	protein_coding	C	smf	b4473		ECK3272
3433690	3434199	protein_coding	D	def	b3287		ECK3273
3434214	3435161	protein_coding	D	fmt	b3288		ECK3274
3435207	3436496	protein_coding	D	rsmB	b3289		ECK3275
3436518	3437894	protein_coding	D	trkA	b3290		ECK3276
3438024	3438434	protein_coding	D	mscL	b3291		ECK3277
3438431	3438649	protein_coding	C	arfA	b4550		ECK3278
3438705	3439130	protein_coding	C	zntR	b3292		ECK3279
3439141	3439509	protein_coding	C	yhdN	b3293		ECK3280
3439616	3439999	protein_coding	C	rplQ	b3294		ECK3281
3440040	3441029	protein_coding	C	rpoA	b3295		ECK3282
3441055	3441675	protein_coding	C	rpsD	b3296		ECK3283
3441709	3442098	protein_coding	C	rpsK	b3297		ECK3284
3442115	3442471	protein_coding	C	rpsM	b3298		ECK3285
3442618	3442734	protein_coding	C	rpmJ	b3299		ECK3286
3442766	3444097	protein_coding	C	secY	b3300		ECK3287
3444105	3444539	protein_coding	C	rplO	b3301		ECK3288
3444543	3444722	protein_coding	C	rpmD	b3302		ECK3289
3444726	3445229	protein_coding	C	rpsE	b3303		ECK3290
3445244	3445597	protein_coding	C	rplR	b3304		ECK3291
3445607	3446140	protein_coding	C	rplF	b3305		ECK3292
3446153	3446545	protein_coding	C	rpsH	b3306		ECK3293
3446579	3446884	protein_coding	C	rpsN	b3307		ECK3294
3446899	3447438	protein_coding	C	rplE	b3308		ECK3295
3447453	3447767	protein_coding	C	rplX	b3309		ECK3296
3447778	3448149	protein_coding	C	rplN	b3310		ECK3297
3448314	3448568	protein_coding	C	rpsQ	b3311		ECK3298
3448568	3448759	protein_coding	C	rpmC	b3312		ECK3299
3448759	3449169	protein_coding	C	rplP	b3313		ECK3300
3449182	3449883	protein_coding	C	rpsC	b3314		ECK3301
3449901	3450233	protein_coding	C	rplV	b3315		ECK3302
3450248	3450526	protein_coding	C	rpsS	b3316		ECK3303
3450543	3451364	protein_coding	C	rplB	b3317		ECK3304
3451382	3451684	protein_coding	C	rplW	b3318		ECK3305
3451681	3452286	protein_coding	C	rplD	b3319		ECK3306
3452297	3452926	protein_coding	C	rplC	b3320		ECK3307
3452959	3453270	protein_coding	C	rpsJ	b3321		ECK3308
3453508	3453927	protein_coding	C	gspB	b3322		ECK3309
3453929	3455398	protein_coding	C	gspA	b3323		ECK3310
3455578	3456393	protein_coding	D	gspC	b3324		ECK3311
3456377	3458329	protein_coding	D	gspD	b3325		ECK3312
3458339	3459820	protein_coding	D	gspE	b3326		ECK3313
3459817	3461013	protein_coding	D	gspF	b3327		ECK3314
3461023	3461460	protein_coding	D	gspG	b3328		ECK3315
3461468	3461977	protein_coding	D	gspH	b3329		ECK3316
3461974	3462351	protein_coding	D	gspI	b3330		ECK3317
3462344	3462931	protein_coding	D	gspJ	b3331		ECK3318
3462924	3463907	protein_coding	D	gspK	b3332		ECK3319
3463922	3465085	protein_coding	D	gspL	b3333		ECK3320
3465082	3465543	protein_coding	D	gspM	b3334		ECK3321
3465543	3466220	protein_coding	D	gspO	b3335		ECK3322
3466249	3466725	protein_coding	C	bfr	b3336		ECK3323
3466797	3466991	protein_coding	C	bfd	b3337		ECK3324
3467160	3469853	protein_coding	C	chiA	b3338		ECK3325
3470145	3471329	protein_coding	C	tufA	b3339		ECK3326
3471400	3473514	protein_coding	C	fusA	b3340		ECK3327
3473542	3474081	protein_coding	C	rpsG	b3341		ECK3328
3474178	3474552	protein_coding	C	rpsL	b3342		ECK3329
3474678	3474965	protein_coding	C	tusB	b3343		ECK3330
3474973	3475332	protein_coding	C	tusC	b3344		ECK3331
3475332	3475718	protein_coding	C	tusD	b3345		ECK3332
3475718	3476440	protein_coding	C	yheO	b3346		ECK3333
3476607	3477419	protein_coding	C	fkpA	b3347		ECK3334
3477640	3477858	protein_coding	D	slyX	b3348		ECK3335
3477907	3478497	protein_coding	C	slyD	b3349		ECK3336
3478592	3478792	protein_coding	C	yheV	b4551		ECK3337
3478802	3480607	protein_coding	C	kefB	b3350		ECK3338
3480607	3481161	protein_coding	C	kefG	b3351		ECK3339
3481289	3483202	protein_coding	D	yheS	b3352		ECK3340
3483202	3484224	protein_coding	D	yheT	b3353		ECK3341
3484218	3484436	protein_coding	D	yheU	b3354		ECK3342
3484490	3485359	protein_coding	D	prkB	b3355		ECK3343
3485414	3485818	protein_coding	C	yhfA	b3356		ECK3344
3486120	3486752	protein_coding	D	crp	b3357		ECK3345
3486791	3488893	protein_coding	D	yhfK	b3358		ECK3346
3488960	3490180	protein_coding	C	argD	b3359		ECK3347
3490132	3490185	protein_coding	C	yrfJ	b4820		ECK4677
3490266	3490829	protein_coding	C	pabA	b3360		ECK3348
3490861	3491463	protein_coding	C	fic	b3361		ECK3349
3491453	3491620	protein_coding	C	yhfG	b3362		ECK3350
3491725	3492297	protein_coding	C	ppiA	b3363		ECK3351
3492568	3493749	protein_coding	D	tsgA	b3364		ECK3352
3494011	3496554	protein_coding	D	nirB	b3365		ECK3353
3496551	3496877	protein_coding	D	nirD	b3366		ECK3354
3497003	3497809	protein_coding	D	nirC	b3367		ECK3355
3497828	3499201	protein_coding	D	cysG	b3368		ECK3356
3499448	3499615	protein_coding	D	yhfL	b3369		ECK3357
3499910	3501247	protein_coding	D	frlA	b3370		ECK3358
3501268	3502290	protein_coding	D	frlB	b3371		ECK3359
3502340	3503170	protein_coding	D	frlC	b4474		ECK3360
3503167	3503952	protein_coding	D	frlD	b3374		ECK3361
3504052	3504783	protein_coding	D	frlR	b3375		ECK3362
3504935	3506020	protein_coding	C	yhfS	b3376		ECK3363
3506032	3507336	protein_coding	C	yhfT	b3377		ECK3364
3507348	3507701	protein_coding	C	yhfU	b3378		ECK3365
3507712	3508590	protein_coding	C	php	b3379		ECK3366
3508587	3509813	protein_coding	C	yhfW	b3380		ECK3367
3509813	3510976	protein_coding	C	yhfX	b3381		ECK3368
3511060	3511422	protein_coding	C	yhfY	b3382		ECK3369
3511439	3512344	protein_coding	C	yhfZ	b3383		ECK3370
3512634	3513638	protein_coding	C	trpS	b3384		ECK3371
3513631	3514389	protein_coding	C	gph	b3385		ECK3372
3514382	3515059	protein_coding	C	rpe	b3386		ECK3373
3515077	3515913	protein_coding	C	dam	b3387		ECK3374
3516020	3517306	protein_coding	C	damX	b3388		ECK3375
3517398	3518486	protein_coding	C	aroB	b3389		ECK3376
3518543	3519064	protein_coding	C	aroK	b3390		ECK3377
3519465	3520703	protein_coding	C	hofQ	b3391		ECK3378
3520615	3521019	protein_coding	C	hofP	b3392		ECK3379
3521009	3521449	protein_coding	C	hofO	b3393		ECK3380
3521433	3521972	protein_coding	C	hofN	b3394		ECK3381
3521972	3522751	protein_coding	C	hofM	b3395		ECK3382
3522871	3525423	protein_coding	D	mrcA	b3396		ECK3383
3525589	3526149	protein_coding	C	nudE	b3397		ECK3384
3526469	3528604	protein_coding	D	igaA	b3398		ECK3385
3528669	3529337	protein_coding	D	yrfG	b3399		ECK3386
3529348	3529749	protein_coding	D	hslR	b3400		ECK3387
3529774	3530652	protein_coding	D	hslO	b3401		ECK3388
3530715	3532439	protein_coding	C	yhgE	b3402		ECK3389
3532818	3534440	protein_coding	D	pck	b3403		ECK3390
3534516	3535868	protein_coding	C	envZ	b3404		ECK3391
3535865	3536584	protein_coding	C	ompR	b3405		ECK3392
3536812	3537288	protein_coding	D	greB	b3406		ECK3393
3537385	3539706	protein_coding	D	yhgF	b3407		ECK3394
3540163	3540390	protein_coding	D	feoA	b3408		ECK3395
3540407	3542728	protein_coding	D	feoB	b3409		ECK3396
3542728	3542964	protein_coding	D	feoC	b3410		ECK3397
3543167	3544045	protein_coding	D	rpnA	b3411		ECK3398
3544074	3544844	protein_coding	C	bioH	b3412		ECK3399
3544882	3545565	protein_coding	D	yhgH	b3413		ECK3400
3545624	3546199	protein_coding	D	nfuA	b3414		ECK3401
3546559	3547875	protein_coding	D	gntT	b3415		ECK3402
3547986	3550070	protein_coding	C	malQ	b3416		ECK3403
3550080	3552473	protein_coding	C	malP	b3417		ECK3404
3553085	3555790	protein_coding	D	malT	b3418		ECK3405
3555833	3556849	protein_coding	C	rtcA	b4475		ECK3406
3556853	3558079	protein_coding	C	rtcB	b3421		ECK3407
3558268	3559866	protein_coding	D	rtcR	b3422		ECK3408
3560622	3561452	protein_coding	C	glpG	b3424		ECK3410
3561497	3561823	protein_coding	C	glpE	b3425		ECK3411
3562013	3563518	protein_coding	D	glpD	b3426		ECK3412
3563724	3564005	protein_coding	C	yzgL	b3427		ECK3413
3564134	3566581	protein_coding	C	glgP	b3428		ECK3414
3566600	3568033	protein_coding	C	glgA	b3429		ECK3415
3568033	3569328	protein_coding	C	glgC	b3430		ECK3416
3569346	3571319	protein_coding	C	glgX	b3431		ECK3417
3571316	3573502	protein_coding	C	glgB	b3432		ECK3418
3573660	3573701	protein_coding	C	yhgO	b4788		ECK4645
3573679	3573708	protein_coding	C	yhgP	b4789		ECK4646
3573775	3574878	protein_coding	C	asd	b3433		ECK3419
3575071	3575664	protein_coding	D	yhgN	b3434		ECK3420
3575721	3577061	protein_coding	C	gntU	b4476		ECK3421
3577065	3577592	protein_coding	C	gntK	b3437		ECK3422
3577731	3578726	protein_coding	C	gntR	b3438		ECK3423
3578950	3579645	protein_coding	C	yhhW	b3439		ECK3424
3579768	3580805	protein_coding	C	yhhX	b3440		ECK3425
3580922	3581016	ncRNA	C	ryhB	b4451		ECK3426
3581138	3581626	protein_coding	D	yhhY	b3441		ECK3427
3581863	3583041	protein_coding	D	yhhZ	b3442		ECK3428
3583483	3583758	protein_coding	D	insA6	b3444		ECK0023
3583677	3584180	protein_coding	D	insB6	b3445		ECK0022
3584404	3584559	protein_coding	D	yrhD	b4612		ECK4421
3584759	3585043	protein_coding	D	yrhB	b3446		ECK3430
3585081	3586823	protein_coding	C	ggt	b3447		ECK3431
3586943	3587383	protein_coding	D	yhhA	b3448		ECK3432
3587370	3588113	protein_coding	C	ugpQ	b3449		ECK3433
3588110	3589180	protein_coding	C	ugpC	b3450		ECK3434
3589182	3590027	protein_coding	C	ugpE	b3451		ECK3435
3590024	3590911	protein_coding	C	ugpA	b3452		ECK3436
3591009	3592325	protein_coding	C	ugpB	b3453		ECK3437
3592724	3593437	protein_coding	C	livF	b3454		ECK3438
3593439	3594206	protein_coding	C	livG	b3455		ECK3439
3594203	3595480	protein_coding	C	livM	b3456		ECK3440
3595477	3596403	protein_coding	C	livH	b3457		ECK3441
3596451	3597560	protein_coding	C	livK	b3458		ECK3442
3597984	3598367	protein_coding	D	panZ	b3459		ECK3443
3598555	3599658	protein_coding	C	livJ	b3460		ECK3444
3599929	3600783	protein_coding	C	rpoH	b3461		ECK3445
3601028	3602086	protein_coding	C	ftsX	b3462		ECK3446
3602079	3602747	protein_coding	C	ftsE	b3463		ECK3447
3602750	3604243	protein_coding	C	ftsY	b3464		ECK3448
3604393	3604989	protein_coding	D	rsmD	b3465		ECK3449
3604979	3605248	protein_coding	D	yhhL	b3466		ECK3450
3605251	3605610	protein_coding	C	yhhM	b3467		ECK3451
3605751	3606377	protein_coding	D	yhhN	b3468		ECK3452
3606451	3608649	protein_coding	D	zntA	b3469		ECK3453
3608751	3608996	protein_coding	C	tusA	b3470		ECK3454
3609217	3609882	protein_coding	D	yhhQ	b3471		ECK3455
3609955	3610512	protein_coding	D	dcrB	b3472		ECK3456
3610516	3611733	protein_coding	C	yhhS	b3473		ECK3457
3611865	3612914	protein_coding	D	yhhT	b3474		ECK3458
3612969	3613556	protein_coding	D	acpT	b3475		ECK3459
3613667	3615241	protein_coding	D	nikA	b3476		ECK3460
3615241	3616185	protein_coding	D	nikB	b3477		ECK3461
3616182	3617015	protein_coding	D	nikC	b3478		ECK3462
3617015	3617779	protein_coding	D	nikD	b3479		ECK3463
3617776	3618582	protein_coding	D	nikE	b3480		ECK3464
3618588	3618989	protein_coding	D	nikR	b3481		ECK3465
3619192	3623427	protein_coding	D	rhsB	b3482		ECK3466
3623399	3623782	protein_coding	D	yhhH	b3483		ECK3467
3624378	3625514	protein_coding	D	yhhI	b3484		ECK3469
3625679	3626803	protein_coding	C	yhhJ	b3485		ECK3470
3626803	3629538	protein_coding	C	rbbA	b3486		ECK3471
3629535	3630602	protein_coding	C	yhiI	b3487		ECK3472
3630665	3630778	protein_coding	C	yhiY	b4790		ECK4647
3630968	3632590	protein_coding	C	yhiJ	b3488		ECK3473
3634841	3635893	protein_coding	D	yhiM	b3491		ECK3476
3636208	3637410	protein_coding	C	yhiN	b3492		ECK3477
3637642	3639141	protein_coding	D	pitA	b3493		ECK3478
3639385	3639720	protein_coding	C	uspB	b3494		ECK3479
3640111	3640545	protein_coding	D	uspA	b3495		ECK3480
3640612	3640686	protein_coding	C	yriA	b4791		ECK4648
3640643	3640696	protein_coding	C	yriB	b4792		ECK4649
3640862	3642331	protein_coding	D	dtpB	b3496		ECK3481
3642380	3643132	protein_coding	C	rsmJ	b3497		ECK3482
3643140	3645182	protein_coding	C	prlC	b3498		ECK3483
3645385	3646227	protein_coding	D	rlmJ	b3499		ECK3484
3646299	3647651	protein_coding	D	gor	b3500		ECK3485
3647705	3647788	protein_coding	C	dinQ	b4613		ECK4422
3648063	3648144	ncRNA	D	agrA	b4712		ECK4569
3648294	3648375	ncRNA	D	agrB	b4713		ECK4570
3648528	3648881	protein_coding	D	arsR	b3501		ECK3486
3648935	3650224	protein_coding	D	arsB	b3502		ECK3487
3650237	3650662	protein_coding	D	arsC	b3503		ECK3488
3652182	3653162	protein_coding	C	insH11	b3505		ECK0261
3653961	3654527	protein_coding	D	slp	b3506		ECK3490
3654683	3655213	protein_coding	D	dctR	b3507		ECK3491
3655255	3655902	protein_coding	C	yhiD	b3508		ECK3492
3655966	3656292	protein_coding	C	hdeB	b3509		ECK3493
3656408	3656740	protein_coding	C	hdeA	b3510		ECK3494
3656995	3657567	protein_coding	D	hdeD	b3511		ECK3495
3657985	3658054	ncRNA	C	arrS	b4704		ECK4516
3658366	3658893	protein_coding	D	gadE	b3512		ECK3496
3658992	3659082	ncRNA	D	gadF	b4718		ECK4575
3659232	3660389	protein_coding	D	mdtE	b3513		ECK3497
3660414	3663527	protein_coding	D	mdtF	b3514		ECK3498
3663890	3664618	protein_coding	C	gadW	b3515		ECK3499
3664864	3664969	ncRNA	D	gadY	b4452		ECK3500
3664986	3665810	protein_coding	C	gadX	b3516		ECK3501
3666180	3667580	protein_coding	C	gadA	b3517		ECK3502
3667791	3669188	protein_coding	C	ccp	b3518		ECK3503
3669592	3671241	protein_coding	D	treF	b3519		ECK3504
3671292	3671894	protein_coding	C	yhjB	b3520		ECK3505
3672414	3673313	protein_coding	D	rcdB	b3521		ECK3506
3673362	3674375	protein_coding	D	yhjD	b3522		ECK3507
3674786	3676108	protein_coding	D	yhjE	b3523		ECK3508
3676290	3678350	protein_coding	C	yhjG	b3524		ECK3509
3678420	3679187	protein_coding	C	pdeH	b3525		ECK3510
3679419	3680348	protein_coding	D	kdgK	b3526		ECK3511
3680444	3681940	protein_coding	C	yhjJ	b3527		ECK3512
3682161	3683447	protein_coding	C	dctA	b3528		ECK3513
3683630	3685618	protein_coding	C	pdeK	b3529		ECK3514
3685700	3689173	protein_coding	C	bcsC	b3530		ECK3515
3689155	3690261	protein_coding	C	bcsZ	b3531		ECK3516
3690268	3692607	protein_coding	C	bcsB	b3532		ECK3517
3692618	3695236	protein_coding	C	bcsA	b3533		ECK3518
3695997	3696185	protein_coding	C	yhjR	b3535		ECK3520
3696458	3698029	protein_coding	D	bcsE	b3536		ECK3521
3698026	3698217	protein_coding	D	bcsF	b3537		ECK3522
3698214	3699893	protein_coding	D	bcsG	b3538		ECK3523
3699980	3700087	protein_coding	C	ldrD	b4453		ECK3524
3700136	3700199	ncRNA	D	rdlD	b4454		ECK3525
3700563	3701834	protein_coding	D	yhjV	b3539		ECK3526
3701864	3702868	protein_coding	C	dppF	b3540		ECK3527
3702865	3703848	protein_coding	C	dppD	b3541		ECK3528
3703859	3704761	protein_coding	C	dppC	b3542		ECK3529
3704771	3705790	protein_coding	C	dppB	b3543		ECK3530
3706098	3707705	protein_coding	C	dppA	b3544		ECK3531
3708616	3708692	tRNA	C	proK	b3545		ECK3532
3708784	3710475	protein_coding	C	eptB	b3546		ECK3533
3710799	3712007	protein_coding	C	yhjX	b3547		ECK3534
3712236	3712934	protein_coding	C	yhjY	b3548		ECK3535
3713092	3713655	protein_coding	D	tag	b3549		ECK3536
3713652	3714092	protein_coding	D	yiaC	b3550		ECK3537
3714061	3716394	protein_coding	C	bisC	b3551		ECK3538
3716547	3717206	protein_coding	D	yiaD	b3552		ECK3539
3717310	3718284	protein_coding	D	ghrB	b3553		ECK3540
3718334	3719044	protein_coding	C	yiaF	b3554		ECK3541
3719478	3719768	protein_coding	D	yiaG	b3555		ECK3542
3720049	3720261	protein_coding	D	cspA	b3556		ECK3543
3720400	3720471	protein_coding	D	ysaE	b4793		ECK4650
3720448	3720600	protein_coding	C	hokA	b4455		ECK3544
3720680	3721201	protein_coding	D	insJ	b3557		ECK3545
3721198	3722049	protein_coding	D	insK	b3558		ECK3546
3722328	3724397	protein_coding	C	glyS	b3559		ECK3547
3724407	3725318	protein_coding	C	glyQ	b3560		ECK3548
3725413	3725712	protein_coding	C	ysaB	b4553		ECK3549
3725887	3726882	protein_coding	D	wecH	b3561		ECK3550
3726924	3727361	protein_coding	C	yiaA	b3562		ECK3551
3727407	3727748	protein_coding	C	yiaB	b3563		ECK3552
3727917	3729371	protein_coding	C	xylB	b3564		ECK3553
3729386	3729545	ncRNA	C	xylZ	b4834		ECK4691
3729443	3730765	protein_coding	C	xylA	b3565		ECK3554
3731131	3732123	protein_coding	D	xylF	b3566		ECK3555
3732201	3733742	protein_coding	D	xylG	b3567		ECK3556
3733720	3734901	protein_coding	D	xylH	b3568		ECK3557
3734979	3736157	protein_coding	D	xylR	b3569		ECK3558
3736353	3737177	protein_coding	C	bax	b3570		ECK3559
3737177	3737203	protein_coding	C	baxL	b4794		ECK4651
3737497	3739527	protein_coding	D	malS	b3571		ECK3560
3739705	3740958	protein_coding	D	avtA	b3572		ECK3561
3741109	3741582	protein_coding	C	ysaA	b3573		ECK3562
3741684	3742532	protein_coding	C	plaR	b3574		ECK3563
3742733	3743731	protein_coding	D	yiaK	b3575		ECK3564
3743743	3744210	protein_coding	D	yiaL	b3576		ECK3565
3744328	3744801	protein_coding	D	yiaM	b3577		ECK3566
3744804	3746081	protein_coding	D	yiaN	b3578		ECK3567
3746094	3747080	protein_coding	D	yiaO	b3579		ECK3568
3747084	3748580	protein_coding	D	lyxK	b3580		ECK3569
3748577	3749239	protein_coding	D	sgbH	b3581		ECK3570
3749232	3750092	protein_coding	D	sgbU	b3582		ECK3571
3750086	3750781	protein_coding	D	sgbE	b3583		ECK3572
3751128	3751868	protein_coding	C	yiaT	b3584		ECK3573
3751992	3752966	protein_coding	D	yiaU	b3585		ECK3574
3752963	3754099	protein_coding	C	yiaV	b3586		ECK3575
3754105	3754428	protein_coding	C	yiaW	b3587		ECK3576
3754973	3756511	protein_coding	C	aldB	b3588		ECK3577
3756676	3757827	protein_coding	C	yiaY	b3589		ECK3578
3758017	3759861	protein_coding	C	selB	b3590		ECK3579
3759858	3761249	protein_coding	C	selA	b3591		ECK3580
3761347	3761955	protein_coding	C	yibF	b3592		ECK3581
3762183	3766316	protein_coding	D	rhsA	b3593		ECK3582
3766337	3767179	protein_coding	D	yibA	b3594		ECK3583
3768177	3768638	protein_coding	D	yibG	b3596		ECK3585
3769345	3769680	protein_coding	D	yibV	b4615		ECK4424
3770243	3771379	protein_coding	C	yibH	b3597		ECK3586
3771382	3771744	protein_coding	C	yibI	b3598		ECK3587
3772281	3774194	protein_coding	D	mtlA	b3599		ECK3588
3774424	3775572	protein_coding	D	mtlD	b3600		ECK3589
3775572	3776159	protein_coding	D	mtlR	b3601		ECK3590
3776171	3776380	protein_coding	C	yibT	b4554		ECK3591
3776665	3777027	protein_coding	D	yibL	b3602		ECK3592
3777399	3779054	protein_coding	D	lldP	b3603		ECK3593
3779054	3779830	protein_coding	D	lldR	b3604		ECK3594
3779827	3781017	protein_coding	D	lldD	b3605		ECK3595
3781215	3781688	protein_coding	D	trmL	b3606		ECK3596
3781741	3782562	protein_coding	C	cysE	b3607		ECK3597
3782642	3783661	protein_coding	C	gpsA	b3608		ECK3598
3783661	3784128	protein_coding	C	secB	b3609		ECK3599
3784191	3784442	protein_coding	C	grxC	b3610		ECK3600
3784584	3785015	protein_coding	C	yibN	b3611		ECK3601
3785260	3786804	protein_coding	D	gpmM	b3612		ECK3602
3786838	3788097	protein_coding	D	envC	b3613		ECK3603
3788101	3789060	protein_coding	D	yibQ	b3614		ECK3604
3789047	3790081	protein_coding	C	waaH	b3615		ECK3605
3790320	3791345	protein_coding	C	tdh	b3616		ECK3606
3791355	3792551	protein_coding	C	kbl	b3617		ECK3607
3792826	3793683	protein_coding	C	htrL	b3618		ECK3608
3793987	3794919	protein_coding	D	rfaD	b3619		ECK3609
3794929	3795975	protein_coding	D	waaF	b3620		ECK3610
3795979	3796938	protein_coding	D	waaC	b3621		ECK3611
3796948	3798207	protein_coding	D	waaL	b3622		ECK3612
3797772	3798014	protein_coding	C	yibX	b4795		ECK4652
3798039	3798149	protein_coding	C	yibY	b4796		ECK4653
3798239	3799312	protein_coding	C	waaU	b3623		ECK3613
3799345	3800196	protein_coding	C	waaZ	b3624		ECK3614
3800267	3800965	protein_coding	C	waaY	b3625		ECK3615
3800983	3801999	protein_coding	C	waaJ	b3626		ECK3616
3802039	3803058	protein_coding	C	waaO	b3627		ECK3617
3803058	3804137	protein_coding	C	waaB	b3628		ECK3618
3804181	3805116	protein_coding	C	waaS	b3629		ECK3619
3805153	3805950	protein_coding	C	waaP	b3630		ECK3620
3805943	3807067	protein_coding	C	waaG	b3631		ECK3621
3807064	3808098	protein_coding	C	waaQ	b3632		ECK3622
3808166	3808238	ncRNA	C	rirA	b4760		ECK4617
3808540	3809817	protein_coding	D	waaA	b3633		ECK3623
3809825	3810304	protein_coding	D	coaD	b3634		ECK3624
3810343	3811152	protein_coding	C	mutM	b3635		ECK3625
3811250	3811417	protein_coding	C	rpmG	b3636		ECK3626
3811438	3811674	protein_coding	C	rpmB	b3637		ECK3627
3811891	3812559	protein_coding	C	yicR	b3638		ECK3628
3812731	3813951	protein_coding	D	dfp	b3639		ECK3629
3813929	3814387	protein_coding	D	dut	b3640		ECK3630
3814494	3815090	protein_coding	D	slmA	b3641		ECK3631
3815127	3815768	protein_coding	C	pyrE	b3642		ECK3632
3815863	3816549	protein_coding	C	rph	b3643		ECK3633
3816676	3817539	protein_coding	D	yicC	b3644		ECK3634
3817760	3818584	protein_coding	D	dinD	b3645		ECK3635
3818874	3819491	protein_coding	D	yicG	b3646		ECK3636
3819488	3821170	protein_coding	C	ligB	b3647		ECK3637
3821428	3822051	protein_coding	D	gmk	b3648		ECK3638
3822106	3822381	protein_coding	D	rpoZ	b3649		ECK3639
3822400	3824508	protein_coding	D	spoT	b3650		ECK3640
3824515	3825204	protein_coding	D	trmH	b3651		ECK3641
3825210	3827291	protein_coding	D	recG	b3652		ECK3642
3827460	3828665	protein_coding	C	gltS	b3653		ECK3643
3828945	3830336	protein_coding	D	xanP	b3654		ECK3644
3830457	3832166	protein_coding	D	yicH	b3655		ECK3645
3832219	3834537	protein_coding	C	yicI	b3656		ECK3646
3834547	3835929	protein_coding	C	yicJ	b3657		ECK3647
3836222	3836316	tRNA	D	selC	b3658		ECK3648
3836953	3838137	protein_coding	D	setC	b3659		ECK3649
3838248	3839171	protein_coding	D	yicL	b3660		ECK3650
3838642	3838701	protein_coding	C	yicU	b4797		ECK4654
3839175	3839993	protein_coding	C	nlpA	b3661		ECK3651
3840215	3840508	protein_coding	D	yicS	b4555		ECK3652
3840549	3841739	protein_coding	C	nepI	b3662		ECK3653
3841950	3842402	protein_coding	C	yicN	b3663		ECK3654
3842455	3843789	protein_coding	C	adeQ	b3664		ECK3655
3843964	3845730	protein_coding	D	adeD	b3665		ECK3656
3845730	3845995	ncRNA	C	uhpU	b4829		ECK4686
3845776	3847167	protein_coding	C	uhpT	b3666		ECK3657
3847305	3848624	protein_coding	C	uhpC	b3667		ECK3658
3848634	3850136	protein_coding	C	uhpB	b3668		ECK3659
3850136	3850726	protein_coding	C	uhpA	b3669		ECK3660
3850802	3851092	protein_coding	C	ilvN	b3670		ECK3661
3851096	3852784	protein_coding	C	ilvB	b3671		ECK3662
3852890	3852988	protein_coding	C	ivbL	b3672		ECK3663
3853118	3853257	ncRNA	C	istR	b4616		ECK4425
3853553	3853642	protein_coding	D	tisB	b4618		ECK4427
3853766	3853840	protein_coding	C	ysdE	b4798		ECK4655
3853922	3855106	protein_coding	D	emrD	b3673		ECK3664
3855114	3855611	protein_coding	C	yidF	b3674		ECK3665
3855608	3855970	protein_coding	C	yidG	b3675		ECK3666
3855960	3856307	protein_coding	C	yidH	b3676		ECK3667
3856415	3856864	protein_coding	D	yidI	b3677		ECK3668
3856911	3858404	protein_coding	C	yidJ	b3678		ECK3669
3858401	3860116	protein_coding	C	yidK	b3679		ECK3670
3860283	3861176	protein_coding	D	yidL	b3680		ECK3671
3861987	3862472	protein_coding	C	glvB	b3682		ECK3674
3862497	3863603	protein_coding	C	glvC	b3683		ECK3675
3863899	3864615	protein_coding	D	yidP	b3684		ECK3676
3864612	3866273	protein_coding	C	yidE	b3685		ECK3677
3866469	3866897	protein_coding	C	ibpB	b3686		ECK3678
3867009	3867422	protein_coding	C	ibpA	b3687		ECK3679
3867728	3868060	protein_coding	D	yidQ	b3688		ECK3680
3868062	3869309	protein_coding	C	yidR	b3689		ECK3681
3869377	3870441	protein_coding	D	cbrA	b3690		ECK3682
3870438	3871730	protein_coding	C	dgoT	b3691		ECK3683
3871850	3872998	protein_coding	C	dgoD	b4478		ECK3684
3872995	3873612	protein_coding	C	dgoA	b4477		ECK3685
3873596	3874474	protein_coding	C	dgoK	b3693		ECK3686
3874471	3875160	protein_coding	C	dgoR	b4479		ECK3687
3875438	3876094	protein_coding	D	yidX	b3696		ECK3688
3876140	3876952	protein_coding	C	yidA	b3697		ECK3689
3877067	3877465	protein_coding	C	yidB	b3698		ECK3690
3877705	3880119	protein_coding	C	gyrB	b3699		ECK3691
3880148	3881221	protein_coding	C	recF	b3700		ECK3692
3881221	3882321	protein_coding	C	dnaN	b3701		ECK3693
3882326	3883729	protein_coding	C	dnaA	b3702		ECK3694
3884026	3884106	protein_coding	D	ysdD	b4757		ECK4614
3884336	3884476	protein_coding	D	rpmH	b3703		ECK3695
3884493	3884852	protein_coding	D	rnpA	b3704		ECK3696
3884816	3885073	protein_coding	D	yidD	b4557		ECK3697
3885076	3886722	protein_coding	D	yidC	b3705		ECK3698
3886828	3888192	protein_coding	D	mnmE	b3706		ECK3699
3888435	3888509	protein_coding	D	tnaC	b3707		ECK3700
3888730	3890145	protein_coding	D	tnaA	b3708		ECK3701
3890236	3891483	protein_coding	D	tnaB	b3709		ECK3702
3891615	3892790	protein_coding	D	mdtL	b3710		ECK3703
3892765	3893724	protein_coding	D	yidZ	b3711		ECK3704
3893881	3894630	protein_coding	D	yieE	b3712		ECK3705
