Regulator	Regulated	Effect	Evidence	Strength
IscR	napA	-	[BPP, GEA]	Strong
IscR	napB	-	[BPP, GEA]	Strong
IscR	napC	-	[BPP, GEA]	Strong
IscR	napD	-	[BPP, GEA]	Strong
IscR	napF	-	[BPP, GEA]	Strong
IscR	napG	-	[BPP, GEA]	Strong
IscR	napH	-	[BPP, GEA]	Strong
IscR	nfuA	-	[BPP, GEA]	Strong
IscR	nrdE	+	[GEA]	Weak
IscR	nrdF	+	[GEA]	Weak
IscR	nrdH	+	[GEA]	Weak
IscR	nrdI	+	[GEA]	Weak
IscR	rnlA	-	[BPP, GEA, HIBSCS]	Strong
IscR	rnlB	-	[BPP, GEA, HIBSCS]	Strong
IscR	sufA	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	sufB	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	sufC	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	sufD	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	sufE	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	sufS	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
IscR	ydiU	+	[BPP, GEA]	Strong
KdgR	eda	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
KdgR	edd	-	[AIBSCS, HIBSCS]	Weak
KdpE	kdpA	+	[BPP, GEA, GS, HIBSCS, SM]	Strong
KdpE	kdpB	+	[BPP, GEA, GS, HIBSCS, SM]	Strong
KdpE	kdpC	+	[BPP, GEA, GS, HIBSCS, SM]	Strong
KdpE	kdpF	+	[BPP, GEA, GS, HIBSCS, SM]	Strong
LacI	lacA	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
LacI	lacY	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
LacI	lacZ	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
LeuO	bglB	+	[BPP, GEA, IC]	Strong
LeuO	bglF	+	[BPP, GEA, IC]	Strong
LeuO	bglG	+	[BPP, GEA, IC]	Strong
LeuO	bglJ	+	[BPP]	Strong
LeuO	cadC	-	[GEA]	Weak
LeuO	cas1	+	[BPP, GEA, IC]	Strong
LeuO	cas2	+	[BPP, GEA, IC]	Strong
LeuO	casA	+	[BPP, GEA, IC]	Strong
LeuO	casB	+	[BPP, GEA, IC]	Strong
LeuO	casC	+	[BPP, GEA, IC]	Strong
LeuO	casD	+	[BPP, GEA, IC]	Strong
LeuO	casE	+	[BPP, GEA, IC]	Strong
LeuO	dsrA	-	[GEA]	Weak
LeuO	leuA	+	[GEA]	Weak
LeuO	leuB	+	[GEA]	Weak
LeuO	leuC	+	[GEA]	Weak
LeuO	leuD	+	[GEA]	Weak
LeuO	leuL	+	[GEA]	Weak
LeuO	leuO	+	[BPP, GEA, IC]	Strong
LeuO	leuO	+-	[BPP, GEA, IC]	Strong
LeuO	yjjQ	+	[BPP]	Strong
LexA	cho	-	[AIBSCS, HIBSCS]	Weak
LexA	ddlB	-	[HIBSCS]	Weak
LexA	dinB	-	[AIBSCS, HIBSCS, ICWHO]	Weak
LexA	dinD	-	[AIBSCS, GEA, HIBSCS]	Weak
LexA	dinF	-	[BPP, HIBSCS]	Strong
LexA	dinG	-	[AIBSCS, BPP, GEA]	Weak
LexA	dinI	-	[AIBSCS, BPP, GEA, HIBSCS, IHBCE, SM]	Weak
LexA	dinJ	-	[AIBSCS, GEA]	Weak
LexA	dinQ	-	[AIBSCS, GEA, HIBSCS]	Weak
LexA	dnaG	-	[BCE, SM]	Weak
LexA	ftsA	-	[HIBSCS]	Weak
LexA	ftsI	-	[HIBSCS]	Weak
LexA	ftsK	-	[AIBSCS, BPP, GEA]	Weak
LexA	ftsL	-	[HIBSCS]	Weak
LexA	ftsQ	-	[HIBSCS]	Weak
LexA	ftsW	-	[HIBSCS]	Weak
LexA	ftsZ	-	[HIBSCS]	Weak
LexA	hokE	-	[AIBSCS]	Weak
LexA	insK	-	[AIBSCS, GEA]	Weak
LexA	lexA	-	[BPP, HIBSCS]	Strong
LexA	lpxC	-	[HIBSCS]	Weak
LexA	mraY	-	[HIBSCS]	Weak
LexA	murC	-	[HIBSCS]	Weak
LexA	murD	-	[HIBSCS]	Weak
LexA	murE	-	[HIBSCS]	Weak
LexA	murF	-	[HIBSCS]	Weak
LexA	murG	-	[HIBSCS]	Weak
LexA	phr	-	[GEA, HIBSCS]	Weak
LexA	polB	-	[AIBSCS, BPP, GEA]	Weak
LexA	ptrA	-	[BPP, SM]	Strong
LexA	recA	-	[BPP]	Strong
LexA	recB	-	[BPP, SM]	Strong
LexA	recD	-	[BPP, SM]	Strong
LexA	recN	-	[AIBSCS, BPP, GEA]	Weak
LexA	recQ	-	[GEA, HIBSCS]	Weak
LexA	recX	-	[BPP]	Strong
LexA	rpoD	-	[BCE, SM]	Weak
LexA	rpsU	-	[BCE, SM]	Weak
LexA	ruvA	-	[BPP, HIBSCS]	Strong
LexA	ruvB	-	[BPP, HIBSCS]	Strong
LexA	sbmC	-	[GEA, IHBCE]	Weak
LexA	ssb	-	[BCE, HIBSCS]	Weak
LexA	sulA	-	[BCE]	Weak
LexA	symE	-	[AIBSCS, BPP]	Weak
LexA	tisB	-	[GEA, ICA]	Weak
LexA	umuC	-	[BPP, HIBSCS]	Strong
LexA	umuD	-	[BPP, HIBSCS]	Strong
LexA	uvrA	-	[BCE, HIBSCS]	Weak
LexA	uvrB	-	[BPP, GEA, HIBSCS, ICA, SM]	Strong
LexA	uvrC	-	[AIBSCS, GEA]	Weak
LexA	uvrD	-	[HIBSCS]	Weak
LexA	uvrY	-	[AIBSCS, GEA]	Weak
LexA	yafN	-	[AIBSCS, HIBSCS, ICWHO]	Weak
LexA	yafO	-	[AIBSCS, HIBSCS, ICWHO]	Weak
LexA	yafP	-	[AIBSCS, HIBSCS, ICWHO]	Weak
LexA	yafQ	-	[AIBSCS, GEA]	Weak
LexA	ybfE	-	[AIBSCS]	Weak
LexA	ybiB	-	[AIBSCS, BPP, GEA]	Weak
LexA	ydjM	-	[AIBSCS, BPP, GEA]	Weak
LexA	yebG	-	[AIBSCS, GEA, HIBSCS, IHBCE]	Weak
LexA	yehF	-	[AIBSCS]	Weak
LldR	lldD	+-	[AIBSCS, BPP, GEA, SM]	Weak
LldR	lldD	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
LldR	lldP	+-	[AIBSCS, BPP, GEA, SM]	Weak
LldR	lldP	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
LldR	lldR	+-	[AIBSCS, BPP, GEA, SM]	Weak
LldR	lldR	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
LrhA	fimE	+	[BPP, GEA]	Strong
LrhA	flhC	-	[BPP, GEA]	Strong
LrhA	flhD	-	[BPP, GEA]	Strong
LrhA	leuO	+	[BPP, GEA]	Strong
LrhA	lrhA	+	[BPP, GEA]	Strong
Lrp	adhE	-	[AIBSCS, GEA]	Weak
Lrp	aidB	-	[BPP, HIBSCS]	Strong
Lrp	alaA	-	[GEA]	Weak
Lrp	alaE	+	[BCE, BPP, GEA, HIBSCS]	Weak
Lrp	alaT	-	[BCE, BPP]	Weak
Lrp	alaU	-	[GEA]	Weak
Lrp	alaV	-	[GEA]	Weak
Lrp	argO	+	[BPP, GEA, HIBSCS]	Strong
Lrp	aroA	+	[GEA, HIBSCS, SM]	Weak
Lrp	avtA	-	[GEA]	Weak
Lrp	cadA	+	[BPP, GEA]	Strong
Lrp	cadB	+	[BPP, GEA]	Strong
Lrp	dadA	-	[BPP, GEA, HIBSCS, SM]	Strong
Lrp	dadX	-	[BPP, GEA, HIBSCS, SM]	Strong
Lrp	fau	-	[BPP, GEA]	Strong
Lrp	fimA	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimC	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimD	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimE	+	[GEA]	Weak
Lrp	fimF	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimG	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimH	+	[BPP, HIBSCS, SM]	Strong
Lrp	fimI	+	[BPP, HIBSCS, SM]	Strong
Lrp	gabD	+	[BPP, GEA]	Strong
Lrp	gabP	+	[BPP, GEA]	Strong
Lrp	gabT	+	[BPP, GEA]	Strong
Lrp	gcvH	+	[GEA, SM]	Weak
Lrp	gcvP	+	[GEA, SM]	Weak
Lrp	gcvT	+	[GEA, SM]	Weak
Lrp	glaH	+	[BPP, GEA]	Strong
Lrp	gltB	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
Lrp	gltD	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
Lrp	gltF	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
Lrp	gltT	-	[BPP, GEA, IEP]	Strong
Lrp	gltU	-	[BPP, IDA]	Strong
Lrp	gltV	-	[GEA]	Weak
Lrp	gltW	-	[GEA]	Weak
Lrp	hdeA	-	[AIBSCS, GEA]	Weak
Lrp	hdeB	-	[AIBSCS, GEA]	Weak
Lrp	ileT	-	[BCE, BPP]	Weak
Lrp	ileU	-	[GEA]	Weak
Lrp	ileV	-	[GEA]	Weak
Lrp	ilvA	-	[HIBSCS, SM]	Weak
Lrp	ilvD	-	[HIBSCS, SM]	Weak
Lrp	ilvE	-	[HIBSCS, SM]	Weak
Lrp	ilvG	-	[HIBSCS, SM]	Weak
Lrp	ilvH	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak
Lrp	ilvH	-	[BCE, BPP, GEA, HIBSCS, SM]	Weak
Lrp	ilvI	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak
Lrp	ilvI	-	[BCE, BPP, GEA, HIBSCS, SM]	Weak
Lrp	ilvL	-	[HIBSCS, SM]	Weak
Lrp	ilvM	-	[HIBSCS, SM]	Weak
Lrp	ilvX	-	[HIBSCS, SM]	Weak
Lrp	kbl	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Lrp	leuE	-	[AIBSCS]	Weak
Lrp	lhgD	+	[BPP, GEA]	Strong
Lrp	livF	-	[GEA]	Weak
Lrp	livG	-	[GEA]	Weak
Lrp	livH	-	[GEA]	Weak
Lrp	livJ	-	[BPP, GEA, HIBSCS, SM]	Strong
Lrp	livK	-	[GEA]	Weak
Lrp	livM	-	[GEA]	Weak
Lrp	lrp	-	[AIBSCS, BCE, GEA, HIBSCS, SM]	Weak
Lrp	lysP	+	[BPP, GEA]	Strong
Lrp	lysU	-	[HIBSCS, SM]	Weak
Lrp	malT	+	[GEA]	Weak
Lrp	micF	-	[BPP, GEA]	Strong
Lrp	ompC	-	[AIBSCS, BPP, GEA]	Weak
Lrp	oppA	-	[BPP]	Strong
Lrp	oppB	-	[BPP]	Strong
Lrp	oppC	-	[BPP]	Strong
Lrp	oppD	-	[BPP]	Strong
Lrp	oppF	-	[BPP]	Strong
Lrp	osmC	+	[BPP, GEA, HIBSCS, SM]	Strong
Lrp	osmC	-	[BPP, GEA, HIBSCS, SM]	Strong
Lrp	osmY	-	[BPP, GEA, HIBSCS]	Strong
Lrp	rrfA	-	[BCE, BPP]	Weak
Lrp	rrfB	-	[BPP, GEA, IEP]	Strong
Lrp	rrfC	-	[BPP, IDA]	Strong
Lrp	rrfD	-	[GEA]	Weak
Lrp	rrfE	-	[GEA]	Weak
Lrp	rrfF	-	[GEA]	Weak
Lrp	rrfG	-	[GEA]	Weak
Lrp	rrfH	-	[GEA]	Weak
Lrp	rrlA	-	[BCE, BPP]	Weak
Lrp	rrlB	-	[BPP, GEA, IEP]	Strong
Lrp	rrlC	-	[BPP, IDA]	Strong
Lrp	rrlD	-	[GEA]	Weak
Lrp	rrlE	-	[GEA]	Weak
Lrp	rrlG	-	[GEA]	Weak
Lrp	rrlH	-	[GEA]	Weak
Lrp	rrsA	-	[BCE, BPP]	Weak
Lrp	rrsB	-	[BPP, GEA, IEP]	Strong
Lrp	rrsC	-	[BPP, IDA]	Strong
Lrp	rrsD	-	[GEA]	Weak
Lrp	rrsE	-	[GEA]	Weak
Lrp	rrsG	-	[GEA]	Weak
Lrp	rrsH	-	[GEA]	Weak
Lrp	sdaA	-	[AIBSCS]	Weak
Lrp	serA	+	[BPP, GEA]	Strong
Lrp	serA	-	[BPP, GEA]	Strong
Lrp	serC	+	[GEA, HIBSCS, SM]	Weak
Lrp	ssrS	-	[BPP, GEA]	Strong
Lrp	stpA	+	[BCE, BPP, GEA, HIBSCS]	Weak
Lrp	tdh	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Lrp	thrV	-	[GEA]	Weak
Lrp	yeiL	+	[GEA, HIBSCS]	Weak
Lrp	yhiD	-	[AIBSCS, GEA]	Weak
Lrp	yojI	+	[GEA, ICWHO]	Weak
LsrR	lsrA	-	[BPP, GEA, SM]	Strong
LsrR	lsrB	-	[BPP, GEA, SM]	Strong
LsrR	lsrC	-	[BPP, GEA, SM]	Strong
LsrR	lsrD	-	[BPP, GEA, SM]	Strong
LsrR	lsrF	-	[BPP, GEA, SM]	Strong
LsrR	lsrG	-	[BPP, GEA, SM]	Strong
LsrR	lsrK	-	[BPP, GEA, SM]	Strong
LsrR	lsrR	-	[BPP, GEA, SM]	Strong
LsrR	tam	-	[BPP, GEA, SM]	Strong
LysR	lysA	+	[GEA]	Weak
LysR	lysR	-	[GEA]	Weak
MalI	malI	-	[BCE, GEA, SM]	Weak
MalI	malX	-	[BCE, GEA, SM]	Weak
MalI	malY	-	[BCE, GEA, SM]	Weak
MalT	lamB	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malE	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malF	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malG	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malK	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malM	+	[AIBSCS, BPP, HIBSCS, SM]	Weak
MalT	malP	+	[AIBSCS, BPP, SM]	Weak
MalT	malQ	+	[AIBSCS, BPP, SM]	Weak
MalT	malS	+	[AIBSCS, BCE]	Weak
MalT	malZ	+	[AIBSCS]	Weak
MarA	acnA	+	[BPP, GEA, HIBSCS]	Strong
MarA	acrA	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
MarA	acrB	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
MarA	acrZ	+	[GEA, IHBCE]	Weak
MarA	aldA	+	[AIBSCS, GEA]	Weak
MarA	dctR	-	[GEA, HIBSCS]	Weak
MarA	decR	+	[AIBSCS]	Weak
MarA	fpr	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
MarA	fumC	+	[BPP, GEA]	Strong
MarA	hdeA	-	[APPH, GEA, HIBSCS, SM]	Strong
MarA	hdeB	-	[APPH, GEA, HIBSCS, SM]	Strong
MarA	inaA	+	[BPP, GEA, HIBSCS]	Strong
MarA	marA	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
MarA	marB	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
MarA	marR	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
MarA	micF	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
MarA	mlaB	+	[BPP, GEA, ICWHO]	Strong
MarA	mlaC	+	[BPP, GEA, ICWHO]	Strong
MarA	mlaD	+	[BPP, GEA, ICWHO]	Strong
MarA	mlaE	+	[BPP, GEA, ICWHO]	Strong
MarA	mlaF	+	[BPP, GEA, ICWHO]	Strong
MarA	nfo	+	[AIBSCS, GEA, HIBSCS]	Weak
MarA	nfsA	+	[BPP, GEA, HIBSCS]	Strong
MarA	nfsB	+	[BPP, GEA, HIBSCS]	Strong
MarA	poxB	+	[GEA, HIBSCS]	Weak
MarA	pqiA	+	[BPP, GEA, HIBSCS]	Strong
MarA	pqiB	+	[BPP, GEA, HIBSCS]	Strong
MarA	pqiC	+	[BPP, GEA, HIBSCS]	Strong
MarA	purA	-	[BPP, GEA, HIBSCS, SM]	Strong
MarA	putA	+	[GEA]	Weak
MarA	rimK	+	[BPP, GEA, HIBSCS]	Strong
MarA	rob	-	[BPP, GEA, HIBSCS, SM]	Strong
MarA	slp	-	[GEA, HIBSCS]	Weak
MarA	sodA	+	[BPP, HIBSCS]	Strong
MarA	tolC	+	[AIBSCS, GEA]	Weak
MarA	waaY	+	[GEA, HIBSCS]	Weak
MarA	waaZ	+	[GEA, HIBSCS]	Weak
MarA	xseA	+	[BPP, GEA, ICWHO]	Strong
MarA	ybjC	+	[BPP, GEA, HIBSCS]	Strong
MarA	ybjN	+	[BPP, GEA, HIBSCS]	Strong
MarA	ygiB	+	[AIBSCS, GEA]	Weak
MarA	ygiC	+	[AIBSCS, GEA]	Weak
MarA	yhiD	-	[APPH, GEA, HIBSCS, SM]	Strong
MarA	yncE	+	[GEA, HIBSCS]	Weak
MarA	zwf	+	[BPP, GEA, HIBSCS]	Strong
MarR	marA	-	[AIBSCS, BPP, GEA, GS, HIBSCS, SM]	Weak
MarR	marB	-	[AIBSCS, BPP, GEA, GS, HIBSCS, SM]	Weak
MarR	marR	-	[AIBSCS, BPP, GEA, GS, HIBSCS, SM]	Weak
MatA	ecpA	+	[BPP]	Strong
MatA	ecpR	+	[BPP]	Strong
MatA	flhC	-	[BPP, GEA]	Strong
MatA	flhD	-	[BPP, GEA]	Strong
MatA	fliA	-	[BPP]	Strong
MatA	fliC	-	[BPP]	Strong
MatA	fliZ	-	[BPP]	Strong
MatA	tcyJ	-	[BPP]	Strong
MazE	mazE	-	[BCE, GEA, SM]	Weak
MazE	mazF	-	[BCE, GEA, SM]	Weak
MazE	mazG	-	[BCE, GEA, SM]	Weak
MazE-MazF	mazE	-	[BCE, GEA, SM]	Weak
MazE-MazF	mazF	-	[BCE, GEA, SM]	Weak
MazE-MazF	mazG	-	[BCE, GEA, SM]	Weak
McbR	mcbA	-	[BPP, GEA]	Strong
McbR	rmf	+	[BPP, GEA, GS]	Strong
McbR	rsd	+	[BPP, GEA, GS]	Strong
McbR	yciE	+	[BPP, GEA]	Strong
McbR	yciF	+	[BPP, GEA]	Strong
McbR	yciG	+	[BPP, GEA]	Strong
MelR	melA	+	[BPP, GEA, HIBSCS, SM]	Strong
MelR	melA	+-	[BPP, GEA]	Strong
MelR	melA	-	[BPP, GEA, HIBSCS, SM]	Strong
MelR	melB	+	[BPP, GEA, HIBSCS, SM]	Strong
MelR	melB	+-	[BPP, GEA]	Strong
MelR	melB	-	[BPP, GEA, HIBSCS, SM]	Strong
MelR	melR	+	[BPP, GEA, SM]	Strong
MelR	melR	-	[BPP, GEA, HIBSCS, SM]	Strong
MetJ	ahpC	-	[AIBSCS]	Weak
MetJ	ahpF	-	[AIBSCS]	Weak
MetJ	folE	-	[AIBSCS, BPP, GEA]	Weak
MetJ	metA	-	[AIBSCS, BCE, BPP, GEA]	Weak
MetJ	metB	-	[AIBSCS, GEA]	Weak
MetJ	metC	-	[BPP]	Strong
MetJ	metE	-	[BPP]	Strong
MetJ	metF	-	[AIBSCS, BCE, SM]	Weak
MetJ	metI	-	[AIBSCS, GEA, HIBSCS]	Weak
MetJ	metK	-	[AIBSCS]	Weak
MetJ	metL	-	[AIBSCS, GEA]	Weak
MetJ	metN	-	[AIBSCS, GEA, HIBSCS]	Weak
MetJ	metQ	-	[AIBSCS, GEA, HIBSCS]	Weak
MetJ	metR	-	[BPP]	Strong
MetJ	yeiB	-	[AIBSCS, BPP, GEA]	Weak
MetR	glyA	+	[BPP, GEA, HIBSCS, SM]	Strong
MetR	glyA	+-	[BPP, GEA, HIBSCS, IMP, SM]	Strong
MetR	hmp	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong
MetR	metE	+	[BPP, GEA, HIBSCS]	Strong
MetR	metH	+	[GEA, HIBSCS]	Weak
MetR	metR	-	[BPP, GEA, HIBSCS]	Strong
MhpR	mhpA	+	[BCE, GEA, HIBSCS, SM]	Weak
MhpR	mhpB	+	[BCE, GEA, HIBSCS, SM]	Weak
MhpR	mhpC	+	[BCE, GEA, HIBSCS, SM]	Weak
MhpR	mhpD	+	[BCE, GEA, HIBSCS, SM]	Weak
MhpR	mhpE	+	[BCE, GEA, HIBSCS, SM]	Weak
MhpR	mhpF	+	[BCE, GEA, HIBSCS, SM]	Weak
Mlc	crr	-	[BPP, GEA, HIBSCS]	Strong
Mlc	malT	-	[BCE, GEA, HIBSCS]	Weak
Mlc	manX	-	[BCE, GEA]	Weak
Mlc	manY	-	[BCE, GEA]	Weak
Mlc	manZ	-	[BCE, GEA]	Weak
Mlc	mlc	-	[BCE, GEA, HIBSCS]	Weak
Mlc	ptsG	-	[BPP, GEA, HIBSCS]	Strong
Mlc	ptsH	-	[BPP, GEA, HIBSCS]	Strong
Mlc	ptsI	-	[BPP, GEA, HIBSCS]	Strong
Mlc	ynfK	-	[BCE, GEA, HIBSCS]	Weak
MlrA	cadC	+	[BPP, HIBSCS]	Strong
MlrA	csgD	+	[BPP, GEA]	Strong
MlrA	csgE	+	[BPP, GEA]	Strong
MlrA	csgF	+	[BPP, GEA]	Strong
MlrA	csgG	+	[BPP, GEA]	Strong
MlrA	ibaG	+	[BPP, HIBSCS]	Strong
MlrA	obgE	+	[BPP, HIBSCS]	Strong
MlrA	rplU	+	[BPP, HIBSCS]	Strong
MlrA	rpmA	+	[BPP, HIBSCS]	Strong
MlrA	yhbE	+	[BPP, HIBSCS]	Strong
MngR	mngA	-	[BPP, GEA, HIBSCS]	Strong
MngR	mngB	-	[BPP, GEA, HIBSCS]	Strong
MngR	mngR	-	[BPP, GEA, HIBSCS]	Strong
MntR	dps	-	[GEA, HIBSCS]	Weak
MntR	mntH	-	[AIBSCS, BPP, GEA]	Weak
MntR	mntP	+	[GEA, HIBSCS]	Weak
MntR	mntS	-	[GEA, HIBSCS]	Weak
MntR	rybA	-	[GEA, HIBSCS]	Weak
ModE	ccmA	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmB	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmC	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmD	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmE	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmF	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmG	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	ccmH	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	deoA	-	[BPP, GEA, HIBSCS]	Strong
ModE	deoB	-	[BPP, GEA, HIBSCS]	Strong
ModE	deoC	-	[BPP, GEA, HIBSCS]	Strong
ModE	deoD	-	[BPP, GEA, HIBSCS]	Strong
ModE	dmsA	-	[BPP, GEA, HIBSCS, SM]	Strong
ModE	dmsB	-	[BPP, GEA, HIBSCS, SM]	Strong
ModE	dmsC	-	[BPP, GEA, HIBSCS, SM]	Strong
ModE	hycA	+	[BPP, GEA]	Strong
ModE	hycB	+	[BPP, GEA]	Strong
ModE	hycC	+	[BPP, GEA]	Strong
ModE	hycD	+	[BPP, GEA]	Strong
ModE	hycE	+	[BPP, GEA]	Strong
ModE	hycF	+	[BPP, GEA]	Strong
ModE	hycG	+	[BPP, GEA]	Strong
ModE	hycH	+	[BPP, GEA]	Strong
ModE	hycI	+	[BPP, GEA]	Strong
ModE	moaA	+	[BPP, GEA]	Strong
ModE	moaB	+	[BPP, GEA]	Strong
ModE	moaC	+	[BPP, GEA]	Strong
ModE	moaD	+	[BPP, GEA]	Strong
ModE	moaE	+	[BPP, GEA]	Strong
ModE	modA	-	[BPP, GEA, SM]	Strong
ModE	modB	-	[BPP, GEA, SM]	Strong
ModE	modC	-	[BPP, GEA, SM]	Strong
ModE	napA	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napB	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napC	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napD	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napF	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napG	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	napH	+	[BPP, GEA, HIBSCS, SM]	Strong
ModE	narL	+	[BPP, GEA, HIBSCS]	Strong
ModE	narX	+	[BPP, GEA, HIBSCS]	Strong
ModE	oppA	-	[GEA]	Weak
ModE	oppB	-	[GEA]	Weak
ModE	oppC	-	[GEA]	Weak
ModE	oppD	-	[GEA]	Weak
ModE	oppF	-	[GEA]	Weak
MprA	acrA	-	[AIBSCS]	Weak
MprA	acrB	-	[AIBSCS]	Weak
MprA	emrA	-	[BPP]	Strong
MprA	emrB	-	[BPP]	Strong
MprA	mprA	-	[BPP]	Strong
MprA	nmpC	-	[AIBSCS]	Weak
MqsA	csgD	-	[BPP, GEA, HIBSCS]	Strong
MqsA	csgE	-	[BPP, GEA, HIBSCS]	Strong
MqsA	csgF	-	[BPP, GEA, HIBSCS]	Strong
MqsA	csgG	-	[BPP, GEA, HIBSCS]	Strong
MqsA	cspD	-	[BPP, GEA]	Strong
MqsA	mqsA	-	[BPP, HIBSCS, IHBCE]	Strong
MqsA	mqsR	-	[BPP, HIBSCS, IHBCE]	Strong
MqsA	rpoS	-	[BPP, GEA, IHBCE, SM]	Strong
MraZ	ddlB	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsA	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsI	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsL	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsQ	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsW	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	ftsZ	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	lpxC	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	mioC	-	[AIBSCS, BPP, GEA]	Weak
MraZ	mraY	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	mraZ	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	murC	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	murD	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	murE	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	murF	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	murG	-	[AIBSCS, BPP, GEA, SM]	Weak
MraZ	rsmH	-	[AIBSCS, BPP, GEA, SM]	Weak
MurR	murP	-	[BPP, GEA, ICWHO]	Strong
MurR	murQ	-	[BPP, GEA, ICWHO]	Strong
MurR	murR	+-	[GEA, HIBSCS]	Weak
Nac	asnC	-	[GEA, HIBSCS]	Weak
Nac	codA	+	[AIBSCS, BPP, GEA, SM]	Weak
Nac	codB	+	[AIBSCS, BPP, GEA, SM]	Weak
Nac	feaR	+	[IHBCE]	Weak
Nac	fecA	?	[]	null
Nac	fecB	?	[]	null
Nac	fecC	?	[]	null
Nac	fecD	?	[]	null
Nac	fecE	?	[]	null
Nac	gabD	+	[GEA, HIBSCS]	Weak
Nac	gabP	+	[GEA, HIBSCS]	Weak
Nac	gabT	+	[GEA, HIBSCS]	Weak
Nac	gdhA	-	[GEA, HIBSCS]	Weak
Nac	gltB	-	[GEA]	Weak
Nac	gltD	-	[GEA]	Weak
Nac	gltF	-	[GEA]	Weak
Nac	mioC	-	[GEA, HIBSCS]	Weak
Nac	mnmG	-	[GEA, HIBSCS]	Weak
Nac	nac	-	[BPP, GEA, HIBSCS]	Strong
Nac	nupC	+	[GEA]	Weak
Nac	patD	+	[GEA, HIBSCS, IDA]	Weak
Nac	serA	-	[GEA, HIBSCS]	Weak
Nac	ydcS	+	[GEA, HIBSCS, IDA]	Weak
