gene,locus_tag in MG1655,gene_type,strand,product,HS_LB,E1114_LB,E1167_LB,H120_LB,TA054_LB,TA447_LB,E101_LB,41-1Ti9_LB,TA280_LB,M114_LB,TA249_LB,JJ1886_LB,CFT073_LB,APECO1_LB,UTI89_LB,S88_LB,MG1655_LB,ROAR8_LB,HS_M9,E1114_M9,E1167_M9,H120_M9,TA054_M9,TA447_M9,E101_M9,41-1Ti9_M9,TA280_M9,M114_M9,TA249_M9,ROAR8_M9,JJ1886_M9,MG1655_M9,HS_GMM,E1114_GMM,E1167_GMM,H120_GMM,TA054_GMM,TA447_GMM,E101_GMM,41-1Ti9_GMM,TA280_GMM,M114_GMM,TA249_GMM,ROAR8_GMM,JJ1886_GMM,CFT073_GMM,APECO1_GMM,UTI89_GMM,S88_GMM,MG1655_GMM,median_LB,median_M9,median_GMM
yijE,b3943,CDS,1,cystine exporter,-0.097422905,0.114529502,0.035105289,-0.074242652,-0.129466825,-0.045485442,0.096743533,0.013146862,-0.042914977,-0.18718634,-0.355120658,-0.048093161,-0.096615905,-0.158583979,-0.055451516,0.033241134,0.189897995,-0.208480945,-0.088473277,-0.033711659,0.107903115,-0.031668199,0.068119995,0.643032726,0.255060655,0.055033804,0.157838057,0.048988589,-0.408468171,-0.001504619,-0.262528191,0.010383199,-0.124136097,0.031860169,-0.067012138,-0.050473572,0.020146865,0.15193934,-0.013646364,0.286209612,-0.133462174,0.072961711,-0.10587538,-0.097713314,-0.131084784,-0.005710517,-0.000477401,-0.08748887,0.083874116,-0.020085982,-0.051772339,0.029685894,-0.016866173
yijF,b3944,CDS,-1,conserved protein YijF,-0.039186644,-0.299786755,-0.072219863,-0.228870188,-0.151569151,-0.08139011,0.038543928,0.185063142,-0.019727047,-0.103902584,-0.274691181,-0.088975819,0.135556169,-0.053121746,-0.146955295,0.013976869,-0.091024878,-0.01428735,0.092466509,-0.248722053,-0.069758423,-0.222058528,-0.045053827,-0.186022597,-0.047235737,0.03360782,0.031105865,-0.097985737,0.024432542,0.056893808,-0.11974355,-0.092103835,0.059021781,-0.248541649,-0.166895743,-0.276237834,-0.131280711,-0.062779028,-0.02924895,0.042134492,0.003422739,-0.090939885,-0.05935674,0.010355711,-0.043092258,0.042635298,-0.035888949,0.090157985,0.028214702,-0.026949309,-0.076804986,-0.05849708,-0.03256895
yijO,b3954,CDS,-1,putative DNA-binding transcriptional regulator YijO,-0.34962693,-0.0133986,0.022365594,0.179771242,0.115237012,-0.093575165,0.082961476,0.129319487,-0.107612687,-0.179868111,-0.178039454,0.068285518,0.099370204,-0.062539821,0.010507926,-0.037934014,-0.024670441,-0.078138373,-0.325454739,-0.039497266,0.108458658,0.106900044,0.347809481,0.165207894,-0.083345114,-0.058684474,0.098155688,-0.030899416,-0.027689162,-0.067548042,-0.110895749,0.059306268,-0.215004733,-0.068641355,-0.136285357,-0.119447958,0.090359824,-0.163285038,-0.101202233,0.448271797,-0.293561814,-0.115064701,-0.210005583,0.452704159,0.206956393,0.136849751,-0.107979121,0.10726726,-0.069564647,-0.066508419,-0.019034521,-0.029294289,-0.08538344
yjaB,b4012,CDS,-1,putative N-acetyltransferase YjaB,-0.124910516,0.032881137,0.0081051,0.048186903,-0.098092004,-0.062408367,0.056603665,-0.128433641,-0.018032861,-0.069496495,0.647804925,-0.05846708,0.147740695,-0.299770835,0.142912479,-0.04747651,-0.037062618,-0.031931987,0.16539337,0.074728124,0.029801175,0.063531605,-0.015652308,-0.03133395,0.192259921,-0.145229741,-0.16816885,0.083078099,0.634474469,0.244317272,-0.19598067,0.119263095,0.032958198,0.071217313,0.098558588,-0.02280084,0.001450474,-0.243487617,0.057378757,-0.409800393,-0.150791644,0.019958988,0.01411731,0.420046184,-0.271718049,0.043565248,-0.091756953,-0.312549663,0.069537243,0.139256961,-0.034497302,0.069129864,0.017038149
yjaG,b3999,CDS,1,conserved protein YjaG,-0.388864617,-1.150929853,-0.647126511,-0.333065473,-0.452702323,-0.674669574,-0.56003234,-0.457203196,-0.707305707,-0.734896503,-0.768144773,-0.207628667,-0.356023221,-0.815455198,-1.174735164,-0.534544712,-0.847122236,-0.639179705,-0.346290203,-1.072351592,-0.038316118,-0.098486752,-0.063166922,0.20243232,0.262454538,0.014115741,0.074910104,-0.232245933,-0.378159942,0.027251949,-0.466860184,0.161368646,-0.180863638,-0.965768205,-0.304389811,0.485447555,-0.096195904,-0.264147269,0.154892902,0.11349885,-0.219719836,-0.223308724,-0.058573913,-0.493627638,-0.415051326,0.110093405,-0.361855364,-0.383425426,0.058606983,0.353772445,-0.643153108,-0.05074152,-0.200291737
yjaH,b4001,CDS,1,DUF1481 domain-containing protein YjaH,-0.041812653,0.019240634,0.026466193,0.110664987,-0.062199075,-0.116386436,-0.070765176,0.199759515,0.04036468,-0.280695052,-0.123539906,-0.101240839,0.163934839,-0.000179862,-0.066859484,-0.148186903,0.070268661,0.046070911,0.020797225,-0.274448492,-0.019979996,0.134288972,-0.074361304,-0.107433051,-0.340325604,-0.03209688,0.234965618,-0.108630675,0.339482298,0.2014803,-0.078768196,0.114860306,0.175317926,0.056241841,0.055179851,0.282367087,0.007357534,0.016165219,-0.027006333,0.300543713,0.106212247,-0.15083266,0.026558816,0.162548587,-0.115669645,0.005914234,-0.116583478,-0.079202691,-0.177126195,0.178876336,-0.020996257,-0.026038438,0.021362018
yjbB,b4020,CDS,1,putative inorganic phosphate export protein,-0.048999584,-0.131964115,-0.022082816,0.066323386,0.023275967,-0.072311142,0.080201013,0.265841484,0.16538314,-0.170609479,-0.552718422,-0.088840894,0.222695131,-0.215524457,0.396037955,-0.12294403,0.034574674,NaN,0.181525211,0.031358826,-0.049668578,0.018810153,0.227170794,-0.172671785,-0.095276227,0.019853728,0.096214792,-0.205612548,-0.410648574,NaN,-0.291414441,-0.122653205,-0.021001498,-0.216654065,-0.168366035,-0.169690338,-0.14941123,-0.371401754,-0.137417353,0.356097431,0.110908596,-0.302898508,-0.437741006,NaN,-0.26934527,-0.061614538,-0.339578391,-0.582632771,-0.24947281,-0.073873582,-0.022082816,-0.049668578,-0.169690338
yjbD,b4023,CDS,-1,conserved protein YjbD,-0.041229516,0.252305033,0.049162656,0.115042212,-0.032138229,-0.193358515,-0.004374384,NaN,-0.091768681,-0.076781989,-0.36778318,-0.018337562,-0.038416016,-0.050318015,0.107627984,-0.234460634,-0.024094557,-0.130409784,0.174267919,0.211833018,0.103355116,0.144593281,-0.235214188,-0.40316073,-0.045592245,NaN,0.022902798,0.035010658,0.260000681,0.020527197,-0.141703098,-0.012702981,-0.071444681,0.200394322,0.04915908,0.140821781,-0.101304934,-0.152301356,-0.002323461,NaN,-0.083505351,-0.11226767,-0.004352836,0.139146448,-0.350724671,0.084788387,-0.189493172,0.057429639,-0.067269421,0.051449354,-0.038416016,0.022902798,-0.004352836
yjbE,b4026,CDS,1,uncharacterized protein YjbE,-0.049023018,-0.065978607,0.036459931,-0.094544416,-0.103571571,-0.214890426,0.076329926,0.073499591,0.115626618,-0.003805994,-0.493819157,-0.079214865,-0.023893167,-0.040792091,-0.356739517,0.018750007,0.067346793,-0.230144581,0.108830221,-0.216738621,-0.055589116,-0.170652205,-0.02139568,-0.367292582,0.023766928,0.081904561,0.13966239,0.249452801,0.190541528,0.013974258,-0.091870353,0.227122438,0.009845633,-0.110999673,-0.184422527,-0.161714777,-0.099273788,-0.359742947,0.020135339,-0.137371727,0.264619659,0.145219927,0.226476933,0.282516251,-0.383329973,-0.187495521,-0.179316632,-0.108170347,-0.144126371,-0.073301884,-0.044907554,0.018870593,-0.10958501
yjbF,b4027,CDS,1,lipoprotein YjbF,0.148787891,0.398517314,0.173096624,0.114176808,0.019431465,-0.004267394,0.210889401,0.139810549,0.14001933,0.114168513,0.196379376,0.113844611,-0.181872061,-0.05137134,-0.005901769,-0.082812182,-0.022049116,0.087035762,-0.185833161,0.336039832,0.194639465,0.035131612,0.075709407,-0.040103945,-0.050508855,0.058669543,0.062660866,0.208514809,0.234249236,-0.043232255,0.039242365,0.192749915,-0.341780503,0.283932723,-0.150306026,0.012534072,-0.219671873,-0.290133263,0.222768225,0.071770405,-0.02882554,-0.043046954,-0.061140644,0.120398842,-0.230159001,-0.158054711,-0.106468782,0.09974816,-0.121622435,-0.025972117,0.114006562,0.060665204,-0.052093799
yjbG,b4028,CDS,1,capsule biosynthesis GfcC family protein YjbG,-0.0034246,0.147383148,0.005612227,0.120921785,0.131355789,-0.059338888,0.050423659,0.029715791,-0.061410411,0.046688203,-0.329932894,-0.091138477,0.077584665,0.008768723,0.005249649,-0.085785503,-0.040384276,-0.053723017,0.093871988,0.040989701,-0.238232294,0.186229981,-0.092723257,-0.113490569,-0.030826527,-0.015412565,0.154168086,-0.061666827,-0.537643864,0.023169493,-0.014424536,0.138618712,-0.017418987,0.270846615,-0.184400144,0.150333965,0.096838034,-0.196894273,-0.157258626,0.309744396,-0.053611913,-0.12521859,-0.088681393,-0.167512377,-0.130609485,0.124103287,0.027242634,-0.149243448,-0.178803174,0.11145658,0.005430938,-0.01491855,-0.071146653
yjbH,b4029,CDS,1,YjbH family protein,-0.037009985,-0.071561102,-0.093175726,-0.211244971,-0.056375587,-0.09474843,-0.008009396,-0.028263733,-0.065702649,-0.03869642,-0.321666218,-0.105943393,0.053229977,-0.035460856,-0.096680742,-0.087755868,0.026265293,-0.144636102,0.153699591,-0.175210799,-0.060888956,-0.172184869,-0.040388748,-0.074965513,-0.058794335,0.056468307,-0.059300834,-0.09948855,-0.44660296,-0.003835357,0.064519508,0.110096046,0.04111706,0.09565554,-0.093089439,0.151630512,-0.214018267,-0.022405584,-0.083690751,-0.146337162,-0.112909142,0.028338072,-0.236667898,0.042533355,-0.064687021,0.212269687,-0.181141958,-0.335120971,-0.475967891,0.009802707,-0.068631876,-0.059047584,-0.074188886
yjbJ,b4045,CDS,1,putative stress response protein,0.140111776,-0.080950096,0.107714025,0.263022238,-0.098690511,-0.158688465,-0.024881298,0.311557923,0.040028842,-0.058162264,-0.085538557,0.186377411,0.147567588,0.148083625,-0.025772935,0.071383777,0.085122704,-0.072321151,0.101339618,-0.208235531,0.114423847,0.185165742,0.073136351,-0.258078185,0.02737694,0.313260213,0.048410732,-0.071627845,0.009157116,0.140442199,-0.022653877,0.233676236,0.133400711,0.150309778,-0.011954378,0.303291644,0.000415943,-0.134710576,-0.039702944,0.142383486,0.108976539,-0.011492847,0.138042481,-0.04026664,0.101730919,0.254381117,0.158823564,-0.285408176,0.129814059,-0.025330408,0.05570631,0.060773542,0.105353729
yjbQ,b4056,CDS,1,UPF0047 protein YjbQ,0.002063691,0.004792115,0.120123861,0.089654638,-0.007601502,-0.096644422,0.046927924,0.009272104,0.002766323,0.153704608,-0.322665926,-0.041105649,0.141935027,-0.053165078,0.012338488,-0.07384037,-0.058477254,-0.040623088,0.011830955,-0.427398452,-0.166258982,-0.179471944,-0.195262259,-0.046484335,-0.368838841,-0.021379394,-0.009171801,0.122280089,-0.224465756,-0.053528501,-0.120052135,-0.110843181,0.087393072,0.096106874,0.072067243,-0.016738979,-0.149926654,-0.087516544,0.137514387,0.563409837,0.016643051,0.066134481,-0.363397411,0.174503547,-0.243698539,-0.010321387,-0.01751248,-0.10981604,-0.037742032,0.059675239,0.002415007,-0.115447658,0.003160832
yjbR,b4057,CDS,1,PF04237 family protein YjbR,0.079374936,-0.001172408,-0.093567053,0.133078121,-0.033557833,-0.134586325,0.084587515,0.18250861,0.321102017,-0.03818174,0.104968133,-0.067094244,0.035935441,-0.042699706,0.383244485,0.102571762,-0.041574957,-0.140957007,-0.243579164,-0.236009092,-0.142612372,-0.32035398,0.003974967,0.133739933,-0.144049011,-0.258875486,-0.102243613,-0.068274974,0.14448069,-0.323053691,-0.183572131,-0.029534776,-0.055872385,-0.099019256,0.015896949,0.06458898,0.023501072,-0.335437305,-0.126618841,0.594944855,0.20335696,-0.035044262,0.194391849,0.044614838,-0.054785375,0.081233706,-0.00067375,0.04999985,0.027240072,-0.135853258,0.017381517,-0.143330692,0.019699011
yjbT,b4620,CDS,-1,PF17089 family protein YjbT,-0.072971302,-0.042451971,-0.11868654,0.132382598,-0.141794861,-0.172074607,-0.0709919,0.189131038,-0.147505885,-0.103130455,0.015279029,-0.11515202,0.102394164,0.029230084,-0.051091902,0.025128387,-0.085948625,0.005617661,-0.096527272,-0.06274642,-0.093828648,0.056986923,0.026662422,-0.076397429,-0.208732865,0.005144408,-0.174475531,-0.140509155,0.333182948,0.074884525,-0.259679268,0.13234444,-0.048013036,0.00324818,-0.160325331,-0.080373359,-0.167475826,-0.23173622,-0.058842549,-0.157245908,-0.132125977,-0.253487392,-0.051662403,0.288333486,-0.000484865,0.054049845,0.006388316,-0.03608157,-0.153847115,-0.071190388,-0.061041901,-0.069571924,-0.065016468
yjcB,b4060,CDS,-1,uncharacterized protein YjcB,-0.026403365,0.190451987,0.000120882,0.129552445,-0.043922588,-0.047296684,NaN,0.123838166,0.077574305,-0.041016257,-0.426946224,-0.019098258,0.164629146,-0.121233184,-0.380030506,-0.086412449,-0.103999356,-0.136826751,-0.051420327,0.204723606,-0.005977776,0.014071479,0.044126808,-0.071494089,NaN,0.062575328,0.304698348,-0.092163302,-0.421151242,-0.013808572,-0.057330385,-0.076541494,-0.208715413,-0.259002879,-0.4150441,-0.287716948,-0.213661945,-0.433338271,NaN,-0.206483989,-0.180080442,-0.186856542,-0.443982472,-0.101431718,-0.207011988,-0.282257595,-0.514884968,-0.477658717,-0.545686122,-0.031125201,-0.041016257,-0.013808572,-0.259002879
yjcE,b4065,CDS,1,putative transporter YjcE,-0.058581565,-0.072603013,0.064965233,-0.165945007,-0.013480048,-0.071110541,-0.014171445,-4.32E-05,-0.026763363,-0.104243065,-0.084824315,0.037857219,0.101759069,0.008513771,0.176656959,0.00028412,-0.023495883,0.026084996,-0.100434316,-0.231244747,-0.01564022,-0.027149363,0.006445938,-0.275800274,-0.134501355,-0.073204763,-0.036336401,-0.087443747,-0.206975443,-0.048913699,0.037797751,-0.052742656,-0.078518492,-0.053120556,-0.232554617,-0.13126425,-0.049566894,-0.16017545,0.601616519,0.024416287,-0.045949367,-0.289665851,-0.327616582,0.02770342,-0.380359258,-0.001221566,-0.027565871,-0.507371729,-0.181629794,0.013921498,-0.013825747,-0.06297371,-0.065819524
yjcH,b4068,CDS,-1,conserved inner membrane protein YjcH,-0.066021626,0.297857516,0.093483262,0.127025999,-0.131875854,0.01152643,0.047701798,0.027553466,0.061080024,0.028059839,-0.356841742,-0.130076342,0.004935008,-0.121395087,-0.510254113,-0.021195244,0.049766417,-0.028162406,0.14831845,0.174903784,0.115578183,0.095737758,-0.135362422,-0.189735572,0.001112272,0.045944713,-0.049625016,0.098351227,0.034671368,-0.082624266,-0.212840635,0.092234196,0.159459367,0.091182665,0.050281006,0.254954135,-0.306707189,-0.152735768,0.069593091,0.369882056,0.000599698,-0.010740276,-0.006057287,-0.122640802,0.038727659,0.131083997,0.071834049,0.082499513,0.079784961,0.087943112,0.008230719,0.04030804,0.07071357
yjcO,b4078,CDS,-1,Sel1 repeat-containing protein YjcO,-0.200481958,0.388622237,-0.034566059,-0.155339747,-0.044658898,0.081933067,-0.112467028,-0.000203226,-0.017415099,-0.062781299,-0.402998096,-0.026359053,-0.050867706,-0.179415544,0.254822317,-0.072684452,0.082645186,0.069790844,-0.032276876,0.229908191,-0.045656507,-0.165408338,-0.110126034,-0.073687256,-0.477781434,-0.041294515,-0.000881096,-0.156661008,-0.293128621,-0.260050556,-0.158091409,0.000216445,-0.001694375,0.437872677,-0.016088773,-0.224733902,-0.100667576,0.415293807,-0.096291947,0.209831368,-0.060729638,-0.159282584,-0.03997163,0.096224212,-0.047066923,-0.08231563,-0.053534192,-0.324009562,0.019701327,0.084441686,-0.039612479,-0.091906645,-0.043519276
yjcS,b4083,CDS,-1,alkyl sulfatase,-0.83855376,-0.471290342,-0.583802149,-0.17701597,-0.646346904,-0.326417479,-0.060123665,-0.43950174,-0.632942417,-0.239083552,-0.631415955,-0.344676258,-0.233529733,-0.603554952,-0.566214138,-0.642084397,-0.377020987,-0.524973143,-2.673991801,-0.905716248,-1.369346953,-0.249180251,-0.953507048,-0.579913313,0.014303076,-0.52043904,-1.175348815,-0.185058665,-1.063664699,-0.599123048,-1.069702362,-0.389468381,-1.121231878,-0.765802597,-1.123976869,-0.094041895,-0.790922115,-0.12195955,0.127360002,-0.648564956,-0.784021563,-0.198579026,-2.169907454,-0.664654789,-0.351767301,-0.303606547,-2.137882545,-1.823278616,-2.248171774,-0.464634286,-0.498131743,-0.752419648,-0.715228693
yjcZ,b4110,CDS,1,uncharacterized protein YjcZ,0.133851422,0.324773049,-0.018187813,0.022492185,-0.110377715,-0.116441875,0.038383617,0.278311593,0.055889354,-0.072357052,0.089019639,0.112273878,0.112557214,0.042004802,0.13889878,-0.026136028,-0.0995536,-0.205975184,0.195025586,0.28349569,-0.051309467,-0.085919297,-0.007263072,-0.262789373,0.023763842,0.067538379,0.098456705,0.044452797,0.245107218,0.195028447,-0.037383336,0.134439818,0.074368087,0.274893326,-0.213828831,-0.166331182,-0.21514525,-0.29915988,-0.023709328,0.026897449,0.172750069,-0.082384197,0.107021625,0.236607627,-0.077305378,-0.009625834,-0.080852158,-0.204506218,-0.054803827,0.017194262,0.04019421,0.055995588,-0.039256578
yjdC,b4135,CDS,-1,putative DNA-binding transcriptional regulator YjdC,-0.065311394,0.046259587,0.119096514,0.09325067,0.090178433,-0.054105149,0.041894966,-0.088500567,-0.042119835,0.009871564,-0.377400518,0.103359778,0.058143278,-0.084335419,-0.001058588,0.08095605,0.116828127,0.05424644,-0.039018835,-3.448239716,-0.278946106,-1.841360619,0.078626635,-0.04402249,-0.250151131,-0.136815216,-0.586390313,0.049511545,-0.100224542,-0.103011045,-0.343706503,-0.600311888,-0.075505513,-1.202269136,-0.049759329,-0.156721433,-0.390974545,0.117841105,-0.157122827,-0.373614231,-0.24918015,-0.243342187,-0.157160043,0.36124955,-0.03254978,-0.075524978,-0.233516306,-0.348386587,-0.148276063,0.058320543,0.044077276,-0.193483173,-0.15692213
yjdF,b4121,CDS,-1,conserved inner membrane protein YjdF,0.053741728,-0.012985199,-0.077813374,0.183978853,0.067692078,-0.091702804,0.010322707,0.086423532,0.023468141,-0.080833003,-0.26948463,0.002317313,0.122191199,-0.136074134,0.080175417,-0.090081292,-0.018008458,-0.058959544,0.041995624,-0.336533602,-0.16670277,0.115465383,0.010585694,-0.022094877,0.014272957,-0.089380052,0.109670176,0.121484985,-0.207885385,0.041575048,-0.120806321,-0.062752971,0.00678385,0.047650765,-0.063511567,0.107355791,0.039750607,-0.095250932,0.290205399,0.141715421,0.00510168,0.187945185,-0.156575387,0.305047805,0.037655834,0.119788421,-0.035236591,-0.481323084,0.029193061,0.026687597,-0.005333943,-0.005754592,0.033424447
yjdI,b4126,CDS,1,PF06902 family protein YjdI,-0.05074479,0.186049657,0.048161721,-0.219692744,-0.106608886,-0.056865755,0.086465168,0.07796655,0.021953847,-0.148952579,-0.076192418,-0.067486417,0.18005912,-0.228644851,0.765447575,0.014220648,0.037551527,0.061866376,0.038321444,0.196239768,-0.047448663,-0.056719878,-0.01562874,0.052753799,-0.079367229,0.00091452,0.153531821,-0.065725639,0.128982138,0.002109183,-0.22960638,0.100014385,0.035616145,0.232218587,0.009828445,-0.237310807,-0.269471467,-0.09575373,-0.281967457,-0.194872996,-0.009652914,-0.195913003,-0.41478991,0.083714437,0.000378131,-4.612713977,-0.14997316,0.26332315,-0.374537347,0.009519038,0.018087248,0.001511852,-0.122863445
yjdJ,b4127,CDS,1,putative N-acetyltransferase YjdJ,0.138683513,0.543057034,-0.038278075,0.439800476,-0.123635004,-0.098521658,0.111189739,0.140534442,-0.129256692,-0.089183126,0.201599785,-0.013543897,0.194231586,-0.082792707,-0.024649343,-0.027107936,0.061088805,-0.083738481,0.305820018,0.361730841,-0.013024173,0.463597207,0.099929422,-0.173916478,0.0791692,0.037184339,0.102263224,0.002431298,0.5987333,-0.032973012,-0.168351581,-0.00089919,0.081365334,0.634213004,-0.04064728,0.270845907,-0.111720089,-0.247452398,-0.26114986,-0.174931243,-0.071296771,-0.213640086,-0.4619416,-0.045634208,-0.125225298,-0.030075478,-0.221276273,0.007776229,-0.165188542,0.026180863,-0.01909662,0.058176769,-0.09150843
yjdM,b4108,CDS,-1,conserved protein YjdM,-0.04217441,NaN,0.033911232,0.222626591,-0.107030606,-0.359928401,0.085700879,0.07825358,-0.027576222,-0.034244558,0.304457887,-0.059772144,0.094619788,-0.144725344,0.082749179,0.017729238,-0.135659205,-0.347267694,0.137569335,NaN,0.048344077,0.038439346,-0.092924292,-0.144846592,-0.106689311,-0.040191079,-0.004606299,0.013202171,0.374653004,-0.127070286,-0.12925454,0.09237758,-0.00274699,NaN,0.015936178,0.111692338,-0.061486282,-0.226375809,0.135124738,0.077375653,-0.064766133,0.110877791,-0.088682044,-0.136938595,-0.113279572,0.119781094,-0.162295076,-0.309344702,-0.038597266,0.000198178,-0.027576222,-0.004606299,-0.038597266
yjdN,b4107,CDS,-1,conserved protein YjdN,-0.079679806,NaN,0.027509402,0.153192824,-0.140995703,0.048254701,0.0496962,0.123181753,-0.021021861,-0.06877801,0.006729689,-0.069338232,0.081880923,-0.042930271,0.035262693,-0.126682347,-0.022933208,-0.088701266,-0.049929769,NaN,0.149289928,0.192348459,0.032423078,-0.012499278,0.092018663,0.040045085,-0.011666591,0.000545573,0.045005906,0.059195897,-0.105168591,0.054922194,-0.031526075,NaN,0.018672986,0.084695602,-0.149825516,0.051717917,-0.126445981,0.068407495,-0.114090107,0.03878159,-0.014595606,0.064191845,-0.08609359,0.16882216,-0.012354504,-0.040006902,-0.053818961,0.040668763,-0.021021861,0.040045085,-0.012354504
yjdP,b4487,CDS,1,protein YjdP,0.015960952,-0.180810301,-0.062071813,0.004267949,0.033521736,-0.169937306,0.162568266,0.108750239,0.099488928,-0.017650451,0.101964936,-0.132429176,0.21460584,0.0071888,0.069448509,-0.218215308,0.040724048,0.04260652,-0.07452345,-0.042297455,0.036198496,0.158611767,0.170196498,-0.008521329,-0.006423136,0.043001971,0.186925569,0.256457851,0.029858926,0.067395187,-0.048733044,-0.153272017,-0.008527128,-0.127820207,-0.129201379,0.547693986,0.000466198,-0.383655435,0.017757526,0.279579634,-0.053131336,-0.097109841,0.049548778,0.075336458,-0.081706451,0.107770789,-0.048744981,-0.095114243,-0.20242868,-0.102956406,0.024741344,0.033028711,-0.050938158
yjeH,b4141,CDS,-1,L-methionine/branched chain amino acid exporter,-0.25849719,0.169217602,-0.235338369,-0.00436397,-0.181216355,-0.202442819,-0.011887638,-0.07495383,-0.091817833,-0.018516013,-0.433876951,-0.131257853,-0.582605357,-0.274804656,-0.300847201,-0.167985755,0.161385492,0.001788122,-0.194236316,0.016429081,0.186129273,-0.054947269,0.126571045,0.028401273,0.60124725,0.059329765,-0.856255852,-0.08007371,-0.446959967,0.046355583,-0.433714416,0.116674787,-0.201118258,-0.017872229,-0.230700441,0.031166296,0.276482649,-0.316918166,-0.340252181,-0.957371071,-0.596431279,-0.506109744,-0.57592132,-0.191229973,0.055656489,-0.714616017,-0.136186215,-0.604054022,-0.027654072,0.12444746,-0.149621804,0.022415177,-0.21590935
yjeI,b4144,CDS,1,DUF4156 domain-containing lipoprotein YjeI,-0.062441511,-0.027384267,-0.095206711,-0.058078349,-0.129350283,-0.199845849,0.118036877,0.073695816,0.027814571,-0.019483419,-0.156440247,-0.012543007,0.132650986,-0.121643593,0.01275526,-0.089127468,0.012495981,-0.013280101,0.041132159,-0.036971481,-0.003506371,-0.126102965,-0.035036247,-0.058454425,-0.083176667,0.007485663,-0.046999235,-0.033077489,-0.005377209,-0.076951247,-0.16486927,-0.051042558,-0.020220681,0.008750343,-0.120367666,-0.277352095,-0.22328745,-0.240391275,-0.038137784,0.268272076,-0.020168488,-0.155186857,-0.335780466,-0.111915388,-0.088285769,-0.079612099,-0.122792323,-0.411163225,-0.257758816,0.04054362,-0.023433843,-0.041985358,-0.116141527
yjeJ,b4145,CDS,-1,protein YjeJ,0.030904283,0.139872401,-0.012503156,0.074963896,-0.102162937,-0.04971585,-0.029497628,-0.001134435,-0.009222998,-0.099679424,-0.115601165,0.023803926,0.090661905,-0.038430518,-0.046946883,-0.04989338,0.095621307,-0.00681779,0.132179416,-0.131112288,-0.03455701,0.170782409,-0.002392555,-0.142755986,-0.013070145,0.011684847,-0.150606537,-0.026639644,0.309399679,0.17596052,-0.129989721,0.038589709,0.160215888,0.058459057,-0.093644607,0.300519894,-0.134441869,0.029637049,-0.074924688,0.110299241,0.0328088,-0.044638425,-0.035473206,0.220336403,-0.101549319,0.070075844,-0.064596808,-0.206909046,-0.126811955,0.044361133,-0.010863077,-0.00773135,-0.002918079
yjeM,b4156,CDS,1,putative transporter YjeM,-0.106800628,0.468415527,-0.171311294,0.080201114,-0.007357558,-0.283261482,0.097006645,0.246005048,-0.071582776,-0.016164463,0.060493916,-0.006636876,0.056307733,-0.031727809,-0.06112759,-0.156385985,0.022615077,0.058116193,0.062419231,0.376241999,-0.108207479,0.324481447,0.077120247,-0.193935444,-0.181575818,0.004973429,0.156826611,-0.085622111,0.262574459,-0.054931416,0.037593624,0.105825651,-0.152290331,0.25321017,-0.155043872,-0.063833875,0.021312157,-0.277454474,0.042318931,0.238458456,-0.002744774,0.064564549,0.287679538,0.074080667,-0.149353601,-0.132104212,0.023747958,-0.048306385,0.071439312,-0.090504391,-0.006997217,0.050006428,0.009283692
yjeT,b4176,CDS,1,DUF2065 domain-containing protein YjeT,0.027763899,-0.523740674,0.009057538,0.134041165,0.032784356,-0.133811119,-0.11400803,0.110899258,0.056744851,0.027465573,-0.329072079,-0.230598194,-0.084400952,-0.088565757,0.290894702,-0.114991086,0.176743614,-0.059751187,-0.039851199,-0.346693897,-0.053664175,0.116623652,0.151359445,0.204903863,-0.094908681,0.228796702,0.035381985,-0.109943201,-0.339287967,-0.052562117,0.125124357,0.242564964,0.098815791,-0.364685036,-0.19317711,-0.352522744,-0.03113389,-0.149236661,-0.219487517,-0.169747475,-0.181666761,0.06322316,-0.202532522,-0.096918836,-0.131046725,-0.268087736,-0.175301967,0.534050501,-0.210010427,0.131710861,-0.025346825,-0.002234607,-0.172524721
yjfC,b4186,CDS,1,putative acid--amine ligase YjfC,-0.150648813,0.175091361,-0.061151684,-0.031120912,-0.153549166,-0.21075125,-0.09706395,0.048210175,-0.003933488,-0.110149959,-0.050458179,0.106394751,-0.011827884,-0.073115343,0.024965519,-0.15271476,-0.147166817,-0.138654399,0.062223518,0.056403495,0.034992023,0.115995302,-0.057689015,-0.027944026,0.106024156,0.004540777,0.01144579,-0.074161343,0.074244606,0.254728041,-0.210189931,-0.062000377,-0.047338172,0.226522533,-0.012009912,0.212311743,0.021496604,-0.304852382,-0.177802559,0.201636834,0.031445036,0.028770328,0.055972119,0.070292052,0.133024233,0.070814466,-0.018428395,-0.014958526,-0.119909225,-0.129920289,-0.067133513,0.023218907,0.025133466
