b_number,Gene.Name,MDS42CDS_length_bp,leftpos_mds42,rightpos_mds42,ave_pos,Strand,dNdS,dN,dS,lin_expression_NRG,protein_sequence_pecentage_difference_NRG,lin_average expression level_Shibai,lin_variance of  expression level_Shibai,lin_ave_M3DB,lin_sd_M3DB,lin_var_M3DB,syn.num,syn.tube,nons.num,nons.tube,inac.num,inac.tube,lin_Mean_Protein_n,lin_SD_Protein_n,lin_Noise_Protein_n,RunmedNoise_protein_n,SmoothSpline_n,SM_n,log10SmoothSpline_n,log10SM_n,lin_ave_protein_copy_schmidt,lin_var_protein_copy_schmidt,RunmedVar_env_protein,SmoothSpline_schmidt,log10SmoothSpline_schmidt,log10SM_schmidt,Essentiality,dN.dS.inter.species,dN.inter.species,dS.inter.species,alpha_max,Odmax,Ins_index_score,1R172,2R172,3R172,4R172,5R172,6R172,1R268,2R268,3R268,4R268,5R268,6R268,ANC,linaveR172,linaveR268
b3718,yieK,723,3327884,3328606,3328245,minus,0.10516,0.0322,0.3058,NA,NA,137.8830968,41618.72429,200.6464853,35.91702184,1290.032456,1,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009352222,0.635092404,0.278008299,121.9618923,110.1821135,61.06552885,125.1297954,122.1502354,104.7380996,133.0675123,81.4584,92.40050577,110.8822077,130.9698042,117.0737085,117.6348923,107.5379442,110.9753564
b3719,yieL,1197,3328621,3329817,3329219,minus,NA,NA,NA,NA,NA,128.7620748,153602.2431,162.4829199,26.81870986,719.2431985,3,2,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009677859,0.660878823,0.283760684,46.88763538,69.14215192,43.45982923,71.54080192,65.85733154,52.53382423,56.08522269,96.54455846,42.09059038,60.86961,56.94544692,49.75304346,60.59749077,58.23692904,60.38141199
b3720,bglH,1617,3329817,3331433,3330625,minus,NA,NA,NA,NA,NA,39.11567977,8988.74452,75.32830752,16.83432881,283.3946267,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010177523,0.65874751,0.575139147,11.49547842,13.630323,11.24206331,11.58040846,11.00917912,11.71442973,14.69943554,11.48368323,24.90493742,10.213027,18.61066358,10.60867712,15.23380085,11.77864701,15.08673731
b3721,bglB,1413,3331502,3332914,3332208,minus,NA,NA,NA,NA,NA,87.96125842,33216.99621,77.05783008,34.21488362,1170.658261,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009964731,0.636347784,0.434536447,51.41606538,45.737135,70.46580654,77.11598731,64.932785,107.6405577,57.17457769,125.9081904,48.64543346,53.10256769,53.57382192,65.67370385,59.19154231,69.55138949,67.3463825
b3722,bglF,1878,3332933,3334810,3333871.5,minus,0.1492,0.0479,0.3214,NA,NA,123.3621378,33481.91211,130.2584928,27.03000275,730.6210479,4,4,7,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009836091,0.673449136,0.322151225,57.67317154,45.87959154,57.79339038,67.77355038,53.10256769,63.98559,53.10256769,90.59389423,54.63844615,55.08882269,50.9345,61.61433115,54.29470692,57.70131026,60.99542699
b3723,bglG,837,3334944,3335780,3335362,minus,NA,NA,NA,NA,NA,87.61755785,26967.62069,106.2513007,44.95963895,2021.369134,3,2,5,4,1,1,1.333,1.363,1.234567901,1.025641026,0.983128424,0.251439477,-0.007389747,0.098904729,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.011019164,0.627195935,0.430107527,31.11889988,31.77763808,21.38121073,30.78741796,28.21984131,24.49680215,29.23377773,24.12454285,28.18654173,33.34627969,30.73087385,31.90251042,44.44018538,27.96363502,29.58742104
b3724,phoU,726,3336066,3336791,3336428.5,minus,0.01864,0.0146,0.7811,28.09388728,0.053941909,683.7348178,334358.2042,298.107498,169.5316995,28740.99702,1,1,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,339.554064,12345.12505,14977.79603,21892.71326,4.340299589,-0.248804095,2,0.04912,0.0319,0.6497,0.009725282,0.549496642,0.071625344,487.9831231,508.8593923,283.0089423,699.0711231,618.0229038,1127.801404,738.4653962,428.8158654,445.1495538,504.4384231,387.8562192,549.1853115,482.1816808,620.7911481,508.9851282
b3725,pstB,774,3336806,3337579,3337192.5,minus,0.00712,0.0038,0.5355,35.01494012,0.015564202,1454.206984,1361239.582,1108.147815,792.86757,628638.9849,0,0,0,0,0,0,214.905,80.734,0.146520147,0.155159038,0.150397599,-0.003877452,-0.822759096,-0.011343558,78.19847319,1934.598679,1329.521615,1700.839536,3.230663343,0.055927544,2,0.02045,0.0088,0.4295,0.009592742,0.647490945,0.094315245,691.4695654,783.2365115,376.2534577,1011.415015,963.5223192,1527.109692,1222.680446,661.9620615,691.4695654,725.2115615,627.9076231,805.7390077,728.3710962,892.1677603,789.1617109
b3726,pstA,891,3337762,3338652,3338207,minus,0.01732,0.0153,0.886,21.03105262,0.043918919,551.5644871,427902.0124,626.3311213,308.2204498,94999.84604,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02879,0.0217,0.7521,0.009399049,0.637831829,0.161616162,355.1581769,383.8719231,295.1580192,606.1689615,445.1495538,1327.701896,650.7616538,443.8994308,388.7438769,421.2688423,355.1581769,686.9882308,360.6383077,568.8680885,491.1367019
b3727,pstC,960,3338652,3339611,3339131.5,minus,0.02228,0.013,0.5833,16.08153467,0.021943574,NA,NA,414.2901737,313.5872714,98336.97698,1,1,3,2,0,0,175.447,61.183,0.125234815,0.125786164,0.146486341,-0.021251526,-0.834202869,-0.068072052,NA,NA,NA,NA,NA,NA,2,0.01106,0.0117,1.0607,0.009043511,0.576946653,0.145833333,173.9579423,183.5087269,122.1502354,292.2794769,246.5228731,732.3576038,345.6405115,155.0597408,196.9204962,221.5454538,201.7914192,363.3563385,182.0605654,291.7961431,247.38566
b3728,pstS,1041,3339698,3340738,3340218,minus,0.04365,0.037,0.848,22.09898371,0.072254335,1589.740839,5873244.775,849.4875106,1127.15904,1270487.496,1,1,5,3,0,0,38.587,13.591,0.112866817,0.133511348,0.151415514,-0.038548697,-0.819829625,-0.127604098,350.3565451,11498.97403,18148.00738,23539.10068,4.371789866,-0.311130773,2,0.05582,0.0382,0.6839,0.009459284,0.536486142,0.173871278,476.1094692,547.6774077,237.4731808,889.1313885,699.8314,2193.381692,1407.128646,417.8626692,569.8753731,618.8921692,346.7654154,1246.913515,616.6591615,840.6007564,767.9062981
b3729,glmS,1830,3341052,3342881,3341966.5,minus,0.01556,0.0119,0.765,80.53264708,0.009852217,735.927607,208959.5941,1339.538916,778.8891298,606668.2741,1,1,5,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2968.589374,1760918.081,1430674.786,1535406.4,6.186223346,0.059515806,1,0.01836,0.0055,0.298,0,0,0.031147541,5834.922808,1990.049962,1148.975327,7548.405115,11115.22462,6658.262808,6768.937192,3533.705038,1292.773908,10186.00419,12560.48554,7291.770115,5873.882846,5715.973439,6938.945997
b3730,glmU,1371,3343043,3344413,3343728,minus,0.05064,0.0257,0.5065,72.81726372,0.089912281,1303.379449,533662.212,2997.384629,1728.331209,2987128.781,0,0,3,2,0,0,42.07,20.5,0.246305419,0.157109191,0.148936481,0.097368938,-0.826998912,0.218472878,400.190998,22078.42581,26725.19082,32355.76364,4.509951654,-0.165983549,1,0.04883,0.0507,1.0394,0,0,0.010211524,3912.548538,1361.572392,943.9462808,4590.7205,8032.770038,4276.900462,4468.033038,1121.321815,1003.6716,7701.205923,7108.686692,5083.922423,4066.037346,3853.076369,4414.473582
b3731,atpC,420,3344766,3345185,3344975.5,minus,0.04757,0.0033,0.0701,243.6060285,0.028776978,1312.683922,632229.734,2087.369292,1164.47718,1356007.109,0,0,1,1,0,0,0.15,0.415,7.692307692,11.36363636,12.01341772,-4.321110024,1.079666578,-0.19360993,9652.608426,17036190.83,23119193.54,21808208.93,7.338619999,-0.107247503,2,0.05373,0.0167,0.3101,0.011232442,0.654111109,0.138095238,13491.00715,14657.60269,8154.008385,17388.03577,12527.44004,17016.14115,11779.37638,16042.35269,9670.439192,19128.63115,11555.15523,9744.0255,18973.46077,13872.37253,12986.66336
b3732,atpD,1383,3345206,3346588,3345897,minus,0.0001,0,0.0642,145.0927074,0.004347826,2703.391818,1619552.053,1792.719644,1149.632395,1321654.647,5,4,1,1,0,0,685.856,237.308,0.116959064,0.142755175,0.151297505,-0.034338441,-0.820168235,-0.111797881,21686.15377,103332252.8,182307008,151746380,8.181118339,-0.166882442,2,0.01077,0.0021,0.1944,0.01013926,0.636844521,0.116413594,16173.15808,15579.59885,8804.042115,19128.63115,12858.7245,17223.19692,11980.32554,13632.52215,9958.006577,19857.02423,13144.42027,8724.581038,16173.15808,14961.22527,12882.8133
b3733,atpG,864,3346615,3347478,3347046.5,minus,0.49732,0.0174,0.0351,127.624912,0.034843206,3116.672199,2737060.203,3303.08014,1828.968056,3345124.164,1,1,1,1,0,0,66.565,22.006,0.107296137,0.137646249,0.139759871,-0.032463734,-0.854617509,-0.114798405,2021.87015,836167.646,611923.1302,727799.8789,5.862011979,0.06028138,2,0.06239,0.0158,0.2536,0.010142871,0.665169105,0.138888889,12784.41115,13449.23654,7923.670577,18492.01962,13077.71012,16612.77885,11042.67808,12202.73069,9559.413808,19625.75231,10160.65265,8111.508962,15810.33577,13723.30447,11783.78942
b3734,atpA,1542,3347529,3349070,3348299.5,minus,0.00481,0.0009,0.1963,255.4665172,0.013645224,4103.102044,11948256.11,2604.608651,1645.350271,2707177.508,0,0,2,2,0,0,369.139,137.245,0.144822592,0.143781452,0.154880423,-0.010057831,-0.810003475,-0.029160209,15228.96146,39014945.77,86558061.06,73971495.48,7.869064399,-0.277833391,2,0.02937,0.0065,0.2219,0.01100133,0.448869441,0.155642023,27029.33,26263.99154,19625.75231,33474.72769,27510.865,33968.97192,21234.33808,27708.45615,19970.18731,36872.45731,28623.61538,18423.72077,26430.18846,27978.93974,25472.12917
b3735,atpH,534,3349083,3349616,3349349.5,minus,0.0965,0.0133,0.1378,216.0034091,0.050847458,3213.47817,2269776.232,5696.421046,2996.613,8979689.474,0,0,0,0,0,0,91.026,29.98,0.110864745,0.137551582,0.138210185,-0.02734544,-0.85945995,-0.095746587,7088.999649,8803365.254,12623046.75,9647185.629,6.984400635,-0.039751914,2,0.14594,0.0342,0.2344,0.011453052,0.3869189,0.134831461,30272.38,31069.84731,21683.65115,38908.45192,32136.83462,37682.74346,28898.97346,31069.84731,25386.61692,44071.27577,25386.61692,18059.92115,36365.96077,31958.98474,28812.20859
b3736,atpF,471,3349631,3350101,3349866,minus,0.09736,0.0078,0.0798,264.9225899,0.025641026,4765.532053,9930876.316,5210.235124,2685.924073,7214188.14,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8296.982621,11258210.35,13489204.98,14356988.28,7.157063346,-0.105593987,2,0.072,0.013,0.1811,0.009951198,0.365186568,0.101910828,15810.33577,19731.38192,12158.61904,22797.83808,21555.79462,21399.76692,14946.44962,15724.12038,14337.85808,21683.65115,15885.64731,9517.913577,21555.79462,18908.95606,15349.27335
b3737,atpE,240,3350163,3350402,3350282.5,minus,0.0001,0,0.0339,375.4716927,0,3948.889052,2654876.669,5131.273613,2563.857358,6573364.567,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,292.7125536,11672.77981,12024.87107,16182.96661,4.209058138,-0.141883845,2,0.0001,0,0.016,0.011068658,0.38751061,0.195833333,33709.51692,33474.72769,25386.61692,60443.44077,37425.20462,40555.22615,32136.83462,34740.55192,29564.25615,49354.16962,27708.45615,22797.83808,49033.47923,38499.12218,32717.01776
b3738,atpB,816,3350449,3351264,3350856.5,minus,0.03078,0.0036,0.1171,277.6289277,0.036900369,2942.838757,2037270.3,3110.205192,1695.02044,2873094.299,4,3,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1842.306448,623260.4889,590955.9033,611010.8061,5.786048891,0.008620705,2,0.07792,0.0216,0.2769,0.011799833,0.376595212,0.162990196,11318.30512,14337.85808,9704.391808,20124.17192,12723.84362,13261.27246,11498.30662,13324.54273,11238.71292,19228.99385,8131.017577,7264.0345,17465.34885,13578.30717,11780.9347
b3739,atpI,381,3351273,3351653,3351463,minus,0.07134,0.0068,0.0953,134.1143545,0.087301587,1365.743248,880862.7279,1469.889139,755.9479745,571457.3379,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.15307,0.0502,0.3279,0.009179228,0.655561721,0.304461942,5729.070231,9126.798577,4992.631615,10988.781,6257.590038,6898.344846,6823.403615,6932.163192,6732.925731,9926.364346,5102.772423,3229.065654,8210.753654,7332.202718,6457.782494
b3740,rsmG,624,3352270,3352893,3352581.5,minus,0.07809,0.024,0.3072,30.57909771,0.1352657,704.9850883,342541.4123,410.6979671,181.2961861,32868.30702,NA,NA,NA,NA,NA,NA,12.989,6.07,0.215982721,0.175901495,0.191001195,0.024981526,-0.718963917,0.053382925,304.3900437,20207.03905,20207.03905,17394.87765,4.240421378,0.065081302,2,0.03014,0.0793,2.6299,NA,NA,0.350961538,8067.355769,23282.48077,17016.14115,9598.031231,9328.998385,5889.201231,6712.761808,19857.02423,17616.795,9958.006577,11728.11915,6233.770346,5280.094692,12197.03476,12017.74619
b3741,mnmG,1890,3352957,3354846,3353901.5,minus,0.03269,0.0136,0.416,50.17769304,0.023847377,690.2993286,193007.9482,807.471792,373.0112977,139137.4288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.35830993,1074.076453,1431.138623,1785.083183,3.251658459,-0.220623263,2,0.01317,0.012,0.9091,NA,NA,0.215873016,3107.090731,6198.252385,6062.465192,3149.680654,3719.897577,2085.410962,2337.618654,5747.585462,4689.5445,3274.836269,4689.5445,2121.213231,1884.757885,4053.799583,3810.057103
b3742,mioC,444,3355225,3355668,3355446.5,minus,0.22258,0.0577,0.2593,117.0589388,0.12244898,1202.210783,333728.5066,1089.843355,696.4440648,485034.3344,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2851.824314,1319197.805,1319197.805,1409216.302,6.148977659,-0.028667739,2,0.07545,0.0739,0.9795,0.009913277,0.660868785,0.265765766,4478.088923,12723.84362,6876.746692,5280.094692,6950.101,6008.681846,4030.535808,10695.431,6912.749346,4398.863231,7548.405115,4786.556731,4478.088923,7052.926128,6395.423538
b3743,asnC,459,3355758,3356216,3355987,minus,0.00845,0.0061,0.7227,20.85073933,0.026315789,312.6238168,168933.4623,311.607179,165.5382287,27402.90504,2,2,3,3,0,0,78.409,23.5,0.092721372,0.136798906,0.138339737,-0.045618365,-0.859053053,-0.173767097,51.14352623,916.8357125,751.3488854,806.1480444,2.906414805,0.055876717,2,0.00812,0.0113,1.3857,0.009597229,0.684438877,0.298474946,666.8388077,736.2940731,225.3938692,343.7156385,4179.658462,328.6145731,614.0699077,566.5231846,286.3530577,249.5079615,5950.595115,244.2192846,236.9480808,1080.085904,1318.544752
b3744,asnA,993,3356368,3357360,3356864,plus,0.0935,0.0534,0.5708,15.67389589,0.057575758,1045.248567,1117737.202,500.5237975,272.2272858,74107.69485,2,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1929.630634,33156835.49,642203.4852,666714.4188,5.823939848,1.696633227,2,0.04032,0.0305,0.7572,0.010353456,0.654588306,0.303121853,29776.22423,15634.93038,2598.106,2294.666923,1780.098654,6768.937192,21683.65115,36365.96077,1608.147154,1816.910596,2648.407346,3020.827692,3070.097462,9808.827231,11190.65079
b3745,viaA,1452,3357365,3358816,3358090.5,minus,0.06445,0.0323,0.5012,10.56482805,0.113924051,254.5882964,46045.52839,410.5748106,106.2284056,11284.47417,NA,NA,NA,NA,NA,NA,2.448,1.567,0.427350427,0.427350427,0.505474729,-0.078124302,-0.296300552,-0.072915306,NA,NA,NA,NA,NA,NA,2,0.06042,0.0658,1.0896,NA,NA,0.305096419,839.1165115,340.9471846,353.2864615,324.9494308,134.5940973,536.22845,1272.066054,448.8285192,400.5262308,380.7730808,191.8109038,614.0699077,350.9546885,421.520356,551.3457827
b3746,ravA,1497,3358810,3360306,3359558,minus,NA,NA,NA,11.04817294,0.136546185,493.1804607,317903.335,447.7210566,247.3511715,61182.60218,NA,NA,NA,NA,NA,NA,12.96,5.462,0.177935943,0.175901495,0.191095062,-0.013159119,-0.718750536,-0.03098578,42.42807149,110.7206333,385.1710723,590.3332651,2.771097256,-0.726868695,2,0.06269,0.0767,1.2241,NA,NA,0.276553106,1400.4668,329.7362923,285.4185231,315.3638115,191.8109038,610.6085654,1826.748346,408.1902308,335.4595808,468.9124808,339.8817038,702.1876923,313.4397808,522.2341494,680.2300058
b3747,kup,1869,3360529,3362397,3361463,plus,0.02715,0.0101,0.3707,12.67190611,0.032154341,342.2945505,48350.87012,226.8291992,54.87475677,3011.238928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.01311,0.0168,1.2839,NA,NA,0.325842697,126.537235,287.628385,202.27455,503.76055,1009.780773,361.9824269,104.9076831,163.7487704,300.7530731,423.6378923,1042.756562,401.6146462,402.4339346,415.32732,406.2364378
b3748,rbsD,420,3362564,3362983,3362773.5,plus,0.18846,0.0299,0.1587,40.70424999,0.122302158,1138.087745,1757584.974,3226.105306,2423.077499,5871304.566,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,565.7316522,122950.289,54010.55631,61939.91502,4.791970605,0.297758949,2,0.09306,0.0667,0.7166,0.010527494,0.666580787,0.361904762,1865.835115,30540.12692,100.3065419,11079.119,20892.09577,23282.48077,3429.170654,38037.46346,3533.705038,8324.331577,18973.46077,31292.15038,10010.85715,14626.66069,17265.04698
b3749,rbsA,1506,3362991,3364496,3363743.5,plus,NA,NA,NA,16.68457475,0.031936128,481.3472101,207270.6021,432.3125854,380.8282218,145030.1339,2,2,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,65.28306568,1446.334627,1558.445529,1242.674631,3.094357432,0.065911352,2,0.0177,0.0183,1.0354,0.010294294,0.613427665,0.29814077,116.0572477,870.3180962,91.28305615,370.9444308,479.7474692,595.3130462,252.2054846,772.7021769,1063.952862,279.7627346,483.3791846,923.46875,695.0135269,420.6105577,629.2451987
b3750,rbsC,966,3364501,3365466,3364983.5,plus,NA,NA,NA,32.08765169,0.037383178,368.801383,80244.36746,623.8748123,540.1080521,291716.7073,0,0,6,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,31.01277153,452.6517797,350.0428458,390.955896,2.592127767,0.063636465,2,0.02366,0.0199,0.8422,0.009778828,0.690354121,0.287784679,191.8109038,1495.128385,104.9076831,743.7273077,987.44795,1095.528412,334.2937846,1286.6385,1412.736442,568.8907423,668.5036769,1461.637538,1294.120623,769.7584401,955.4501141
b3751,rbsB,891,3365491,3366381,3365936,plus,0.01046,0.0033,0.3186,72.50540563,0.027027027,1542.195118,2118629.158,2664.949862,2078.056845,4318320.235,0,0,2,2,1,1,0.22,0.873,15.625,7.142857143,8.051724743,7.573275257,0.90588892,0.287931106,15015.9539,64401114.2,64401114.2,71546199.14,7.854586567,-0.045693186,2,0.01997,0.0148,0.741,0.01026964,0.659097487,0.242424242,639.7955269,3637.163462,900.8243346,2359.750538,2454.387154,4968.292346,867.0151538,3803.104692,5409.898231,1661.9385,1466.74115,6498.687423,3567.330692,2493.368894,3284.564192
b3752,rbsK,930,3366507,3367436,3366971.5,plus,NA,NA,NA,31.63844133,0.113268608,812.0477475,280386.7786,820.5451587,565.7547894,320078.4817,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,149.4139907,9565.490888,5017.577496,5275.122284,3.722232532,0.258474731,2,0.05916,0.0673,1.1384,0.008790615,0.589179782,0.306451613,652.5265077,1340.375219,1103.387638,911.4647192,730.8981115,1220.025231,621.6012538,1255.967158,1845.225846,974.3182808,637.3497269,1403.444354,957.6084731,993.1129045,1122.984437
b3753,rbsR,993,3367440,3368432,3367936,plus,NA,NA,NA,6.5343793,0.096969697,246.2351004,25773.83328,408.6717387,146.5273609,21470.2675,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04625,0.0568,1.2275,0.009908274,0.654125938,0.378650554,255.5472654,339.8817038,436.4439269,319.2975769,241.5951462,340.9471846,256.9554462,305.399,675.7254423,339.8817038,281.1759577,341.8989538,277.2236654,322.2854673,366.8394173
b3754,hsrA,1428,3368398,3369825,3369111.5,minus,0.22759,0.063,0.2767,6.5343793,0.138947368,175.4016147,55990.6372,122.1098789,40.00307199,1600.245771,4,3,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.03574,0.0827,2.314,0.009624195,0.659149629,0.327731092,442.0518615,241.5951462,363.3563385,317.2018269,184.85725,377.6169731,456.9063731,264.8297538,396.7811808,409.6220769,402.4339346,338.2635769,190.1105392,321.1132327,378.1394827
b3755,yieP,693,3369848,3370540,3370194,minus,0.07324,0.0143,0.1946,27.29726725,0.139130435,611.6680739,121310.8833,449.0057649,274.3981347,75294.33661,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,99.68658393,2470.848391,2790.056074,2588.3289,3.413019462,-0.020173363,2,0.06216,0.0821,1.3202,0.009299843,0.561021324,0.3001443,3620.008423,1482.084627,2392.178231,1924.198654,1589.496769,2532.166731,3199.613808,1949.663231,2395.553885,1737.313538,2248.999308,2253.112308,1263.09615,2256.688906,2297.376013
b3757,gltU,76,3372648,3372723,3372685.5,plus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15977.77423,18154.23385,46331.94154,14816.97692,20613.20885,24580.285,19228.99385,13001.06327,51927.50769,12202.73069,31292.15038,17388.03577,25178.94462,23412.4034,24173.41361
b3760,aspT,77,3376085,3376161,3376123,plus,80.16058,0.0002,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,45096.99769,63500.37808,53878.57846,48252.09769,35995.79346,35076.69615,52573.12308,65761.45115,44469.09962,31292.15038,43044.96231,38908.45192,47269.23615,46966.75692,46008.20641
b3761,trpT,76,3376170,3376245,3376207.5,plus,0.0001,0,0.001,NA,NA,NA,NA,969.0548296,1238.647601,1534247.882,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,38908.45192,31898.69269,47269.23615,29564.25615,33709.51692,24847.35308,31898.69269,30272.38,39688.11,20613.20885,29152.79385,30272.38,43044.96231,34366.25115,30316.2609
b3764,yifE,339,3377299,3377637,3377468,plus,0.0001,0,0.1057,94.88301253,0.044642857,1299.611154,719861.8547,1097.219652,657.0688345,431739.4542,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5443.730257,3574519.371,5443614.997,5353639.884,6.728649155,-0.1754315,2,0.03065,0.021,0.6858,0.008901283,0.606922839,0.265486726,7638.718346,16042.35269,10916.38388,26705.82077,23566.96692,11154.29431,7954.730846,10186.00419,10794.57327,16931.07423,18423.72077,11115.22462,8754.210423,16004.08949,12567.55465
b3765,yifB,1551,3377662,3379212,3378437,minus,0.16085,0.095,0.5906,2.614063815,0.144268775,NA,NA,203.1944597,106.0604744,11248.82424,0,0,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02818,0.0876,3.1081,0.009655001,0.650266028,0.2156476,158.9126927,158.9126927,181.7490423,192.4305923,167.0938269,171.6545577,164.0092427,235.3756154,207.1580615,156.1650623,218.4688969,140.0809223,103.7168858,171.7922341,186.8763002
b3766,ilvL,99,3379535,3379633,3379584,plus,0.2121,39.6697,187.0297,NA,NA,1950.608696,3208020.471,1864.047277,1783.495834,3180857.397,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.40015,0,0,0.009709443,0.633432891,0.242424242,21234.33808,17698.47308,16173.15808,63162.78808,13144.42027,13818.99762,36365.96077,13818.99762,8886.502385,32136.83462,9926.364346,22288.55923,9126.798577,24205.36253,20570.53649
b3769,ilvM,264,3381414,3381677,3381545.5,plus,0.05732,0.0058,0.1008,10.56482805,0.069767442,577.3753214,1211757.424,764.8691718,967.945621,936918.727,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.08522,0.0338,0.3966,0.01039882,0.643015787,0.284090909,1911.327192,503.76055,1236.526135,852.8985808,842.0460385,816.5533385,2028.9285,322.2206423,332.8308423,1336.650085,634.7298615,900.8243346,483.3791846,1027.185306,926.0307109
b3770,ilvE,930,3381697,3382626,3382161.5,plus,0.00649,0.0049,0.7579,11.04817294,0.022653722,938.6189607,1518557.587,871.6993541,729.8404649,532667.1052,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2122.948898,1088123.195,946013.188,797417.1452,5.901685569,0.134992499,2,0.01351,0.0122,0.9034,0.010350755,0.604136143,0.280645161,5601.180769,1367.888758,4146.502308,2602.596731,3320.996769,3210.237846,4680.051154,1619.653231,1849.331731,4240.888,2595.787654,4880.939192,2143.703385,3374.90053,3311.108494
b3771,ilvD,1851,3382691,3384541,3383616,plus,0.01521,0.0158,1.0369,4.933409668,0.040584416,804.2928316,776419.8624,662.5739571,634.5621529,402669.1274,1,1,1,1,0,0,17.82,7.923,0.199004975,0.188323917,0.17959978,0.019405195,-0.7456942,0.044558134,820.4760778,184391.7839,134308.8518,113849.8241,5.056332364,0.209409202,2,0.03233,0.022,0.6812,0.010028344,0.65478113,0.267423015,5409.898231,1584.954192,4435.313231,2304.864462,2313.871692,3175.433808,3986.631885,1454.044877,1581.255731,3783.144538,2460.797962,3986.631885,2030.954115,3204.055936,2875.417813
b3772,ilvA,1545,3384544,3386088,3385316,plus,NA,NA,NA,3.852807616,0.044747082,377.3506149,205712.5227,484.1759371,374.118158,139964.3967,1,1,0,0,0,0,10.817,5.665,0.25,0.192122959,0.200163975,0.049836025,-0.698614084,0.096554093,123.7270994,3152.356689,3950.18939,3757.02108,3.574843632,-0.07620828,2,0.02382,0.0262,1.0987,0.009624333,0.628459122,0.248543689,3251.472154,956.0814731,2840.006846,1205.720373,1251.587169,1981.895308,2006.735462,926.2705885,932.3760231,2198.657846,1614.189692,2530.458885,1192.309273,1914.460554,1701.448083
b3773,ilvY,894,3386140,3387033,3386586.5,minus,0.01914,0.0378,1.9766,5.597981232,0.016949153,474.55457,923017.8653,597.3885403,147.1149624,21642.81215,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.141517711,126.0869913,40.47900602,40.20108711,1.604237797,0.496432484,2,0.01178,0.0095,0.8067,0.010308402,0.664951031,0.239373602,330.9122077,499.9690846,637.3497269,412.0867308,510.6167731,632.7259269,382.8536231,622.4555692,375.5618962,486.1752654,677.7554615,540.7417808,317.7066269,503.9434083,514.257266
